Module_A,Module_B,Clash_Count
EASC09056,EASC10101,20
EASC09056,EASC10103,20
EASC09056,EASC10127,20
EASC09056,ECSC09005,20
HIST10426,HIST10466,20
ENLI10110,ENLI10424,20
MATH10064,MATH10095,20
ACCN08014,ECNM08006,20
ACCN08014,ECNM08016,20
DIVI08003,ENLI08021,20
ECNM10069,ECNM10111,20
MECE10004,MECE11017,20
PGSP11466,SCIL11009,20
BUST08036,ECNM08013,20
CMSE11561,CMSE11655,20
CIVE08026,SCEE08017,20
PSYL10090,PSYL10161,20
MATH11148,MATH11158,20
PUHR11001,PUHR11033,20
BVMS08054,BVMS08060,20
CIVE10006,CIVE10029,20
CIVE10006,CIVE10030,20
SCIL10045,SCIL10072,20
ECNM10070,ECNM10115,20
NUST11096,NUST11097,20
MATH08063,PHIL08017,20
MATH10060,MATH10086,20
PLIT10030,PLIT10106,20
LAWS11251,LAWS11445,20
ENLI08025,LASC08019,20
INFR11136,INFR11198,20
PUHR11038,PUHR11115,20
BVMS08054,BVMS08066,20
MATH08064,PHIL08017,20
EFIE11002,EFIE11118,20
EFIE11002,EFIE11119,20
EFIE11002,EFIE11120,20
ELEE10010,ELEE10011,20
CHEM10023,CHEM10055,20
BUST10108,BUST10162,20
PHYS10034,PHYS11012,20
GEGR10120,GEGR10140,20
MATH08064,PHYS08050,20
PHYS10042,PHYS11019,20
EASC08004,EASC08024,20
NUST11092,NUST11096,20
INFR10077,INFR11017,20
SCIL10045,SCIL10064,20
BVMS08054,BVMS08064,20
BVMS08054,BVMS08065,20
PHYS08035,PHYS08060,20
PHIL08004,PSYL08009,20
BIME09006,BIME09011,20
BIME09006,MSBM09005,20
INFR10080,INFR11249,20
BVMS08060,BVMS08064,20
LAWS11310,LAWS11445,20
MATH10065,MATH11231,20
ELEE10031,ELEE11110,20
ARTX10054,HIAR10170,20
ELCC10017,ELCI10019,20
EASC09036,EASC09056,20
EASC09036,EASC10101,20
EASC09036,EASC10103,20
AFRI08001,AFRI08008,20
PLIT10106,PLIT10139,20
BVMS08060,BVMS08065,20
BVMS08064,BVMS08066,20
BVMS08065,BVMS08066,20
CMSE11534,CMSE11574,20
BUST10113,BUST10163,20
LAWS11249,LAWS11440,20
LAWS11251,LAWS11440,20
LAWS11252,LAWS11440,20
LAWS11310,LAWS11440,20
LAWS11249,LAWS11445,20
BUST10004,BUST10163,20
PUHR11001,PUHR11085,20
LAWS11254,LAWS11440,20
MATH10003,MATH10053,20
LAWS08126,LAWS08136,20
PGSP11016,PGSP11630,20
PGSP11116,SCIL11009,20
ELEE10003,SCEE11014,20
PHYS10095,PHYS10099,20
MATH10067,MATH10101,20
PUHR11085,PUHR11115,20
PUHR11033,PUHR11038,20
HIST08032,HIST08036,20
LAWS11250,LAWS11440,20
EFIE11002,EFIE11015,20
EFIE11002,EFIE11016,20
PHYS09060,PHYS10094,20
MATH08058,PHIL08004,20
BIME10011,NEBM10028,20
PLIT10106,PLIT10130,20
LAWS11252,LAWS11445,20
BUST09007,BUST10155,20
ARTX10041,ARTX10048,20
ACCN10008,BUST10156,20
PSYL10090,PSYL10164,20
EPCC11008,EPCC11019,20
PHYS11016,PHYS11041,20
PHYS10015,PHYS10094,20
PHYS10093,PHYS10094,20
BUST08045,BUST08052,20
PGSP11247,PGSP11522,20
PUHR11016,PUHR11033,20
PUHR11016,PUHR11038,20
PUHR11016,PUHR11115,20
CIVE10004,SCEE11014,20
CIVE10004,CIVE10006,20
SPRT10030,SPRT10031,20
HIST10425,HIST10519,20
HIST10425,HIST10434,20
BILG08016,BILG08018,20
PGSP11016,PGSP11469,20
ARCH10003,ARJA10004,20
LAWS11253,LAWS11440,20
DESI08010,ENLI08024,20
ARCH10005,ARJA10004,20
MATH10028,MATH11177,20
MATH10003,MATH10074,20
PHYS10042,PHYS11041,20
INFR08026,MATH08068,20
BILG09002,MSBM09004,20
MATH10017,MATH11120,20
ELEE10028,ELEE10029,20
CIVE11053,MECE11009,20
ARTX10041,ARTX10058,20
GREE08003,GREE08004,20
ARTX09073,ARTX10041,20
ARTX10041,ARTX10051,20
CMSE11554,CMSE11566,20
BIME09005,BIME09006,20
MATH10071,MATH10093,20
EDUA08092,EDUA08093,20
BUST08005,BUST08031,20
MATH10010,MATH10065,20
MATH10053,MATH11183,20
ENLI08020,HIST08032,20
ENLI08021,HIST08032,20
ELEE11083,ELEE11090,20
EDUA11403,REDU11083,20
EPCC11014,EPCC11020,20
GEGR09020,GEGR10114,20
BUST10134,BUST10135,20
GEGR10114,GEGR10133,20
SCIL10018,SCIL10093,20
MATH11111,MATH11192,20
MATH10076,MATH11236,20
MATH10028,MATH10053,20
INFR09051,INFR10061,20
ECNM10070,ECNM10108,20
SPRT08027,SPRT08028,20
CACA08012,CLTR08008,20
ELEE11097,SCEE11014,20
MATH10086,MATH11088,20
ECNM10056,ECNM10116,20
MATH10067,PHYS10094,20
AFRI08008,HIST08044,20
PSYL10138,PSYL10168,20
MATH10003,MATH10013,20
SPRT10034,SPRT10037,20
MATH08066,PHYS08050,20
ZLGY10023,ZLGY10028,20
LAWS08114,PLIT08011,20
PSYL10090,PSYL10183,20
CLPS11063,CLPS11081,20
CLPS11063,CLPS11082,20
MATH10013,MATH10096,20
SCIL10045,SCIL10083,20
BUST10067,BUST10113,20
AFRI08001,SCAN08011,19
PGGE11003,PGGE11237,19
MECE11001,PGEE11029,19
MECE11001,PGEE11107,19
MATH10067,MATH10096,19
MATH11185,MATH11205,19
ECSC09002,ECSC09004,19
ARCH08038,ARHI08010,19
BUST10108,CMSE10002,19
ACCN10026,ECNM10056,19
PGEE11001,PGEE11249,19
ACCN10026,ECNM10052,19
MATH10065,MATH11187,19
PGEE11029,PGEE11161,19
CNST08002,SCWR08007,19
DESI10081,DESI10147,19
DESI10088,DESI10089,19
DESI10088,DESI10121,19
DESI10097,DESI10100,19
EDUA11034,REDU11083,19
ELEE11107,ELEE11109,19
ENLI08020,HIAR08025,19
ECNM10069,ECNM10108,19
PHYS11012,PHYS11019,19
CMSE11629,CMSE11631,19
CMSE11629,CMSE11632,19
ASST07008,ECNM08006,19
PHYS11010,PHYS11016,19
PHYS11010,PHYS11049,19
MATH10003,MATH10072,19
CMSE11629,CMSE11634,19
PHYS10015,PHYS10093,19
PUHR11032,PUHR11085,19
PUHR11032,PUHR11115,19
EDUA08093,EDUA10157,19
BUST10021,BUST10158,19
CMSE11121,CMSE11552,19
MATH11111,MATH11207,19
ANHI08014,ARCA08012,19
PGEE11161,PGEE11195,19
PGEE11161,PGEE11249,19
MATH08075,PHYS08050,19
MATH10076,MATH10080,19
PHYS08050,SCEE08012,19
GEGR09012,GEGR10114,19
CMSE11552,CMSE11631,19
MATH11202,MATH11205,19
ECNM10086,ECNM10114,19
MATH10095,MATH11205,19
DESI10096,DESI10135,19
DESI10095,DESI10097,19
DESI10095,DESI10100,19
DESI10097,DESI10135,19
ECSH10004,HIST10425,19
PSYL10131,PSYL10141,19
DESI10100,DESI10135,19
EDUA11405,REDU11045,19
ANHI08014,ARCA08013,19
HIST08041,IMES08037,19
MATH10010,MATH10086,19
DESI10096,DESI10100,19
MATH10024,MATH10065,19
PHYS10083,PHYS10107,19
INFR10061,INFR10067,19
ELCC10015,ELCH10075,19
EDUA08092,EDUA10157,19
LASC10067,LASC10114,19
EPCC11003,EPCC11019,19
HIST08034,IMES08034,19
EASC08031,GEGR08011,19
EASC08032,GEGR08011,19
EASC10106,EASC10107,19
BILG09002,BILG09021,19
CMSE11121,CMSE11629,19
CMSE11552,CMSE11629,19
CMSE11552,CMSE11630,19
MATH08074,PHYS08050,19
EFIE11023,EFIE11038,19
EFIE11025,EFIE11038,19
EASC09052,EASC10107,19
SCIL10091,SCIL10093,19
DESI10095,DESI10096,19
INFR11125,INFR11211,19
INFR11125,INFR11212,19
MATH11148,MATH11154,19
MATH11148,MATH11157,19
MATH11148,MATH11202,19
MATH11148,MATH11228,19
EDUA11405,REDU11046,19
PGSP11116,PGSP11466,19
PHYS10083,PHYS10096,19
PSYL10140,PSYL10150,19
GENE10015,MLBI10009,19
ANHI08013,HIST08044,19
BUST08008,BUST08042,19
MATH10096,MATH11088,19
ELEE10021,ELEE11109,19
EPCC11002,EPCC11019,19
PHYS10015,PHYS11012,19
PSYL10102,PSYL10140,19
CIVE10029,MAEE11004,19
EASC08033,GEGR08011,19
ENLI10367,ENLI10368,19
MATH10007,MATH11088,19
ARTX08059,ARTX08092,19
BUST08004,BUST08028,19
ENLI08021,HIAR08025,19
ELCH10026,ELCH10075,19
ELCC08003,ENLI08024,19
DESI10096,DESI10097,19
CMSE11552,CMSE11632,19
CMSE11552,CMSE11634,19
CMSE11629,CMSE11630,19
INFR11010,INFR11212,19
PUHR11038,PUHR11050,19
PSYL10131,PSYL10140,19
EASC10080,EASC10121,19
ACCN10009,BUST10156,19
PGEE11195,PGEE11249,19
HIST08044,IMES08034,19
BILG09005,BILG09021,19
MATH11029,MATH11111,19
ANHI08015,HIST08039,19
ELEE08020,SCEE08016,19
EASC10106,EASC10108,19
ELCH10021,ELCH10026,19
INFR10074,INFR10085,19
PUHR11016,PUHR11050,19
PUHR11016,PUHR11085,19
CMSE11086,CMSE11471,19
MUSI11061,MUSI11068,19
MUSI11063,MUSI11065,19
ELEE10011,ELEE10021,19
DESI08141,SSPS08012,19
MATH10066,MATH10101,19
EDUA11363,EDUA11462,19
ARTX10048,ARTX10066,19
MATH10064,MATH11175,19
EDUA11248,EDUA11284,19
PHYS10015,PHYS11016,19
INFR11017,INFR11280,19
ELEE10007,ELEE11097,19
CMSE11498,CMSE11582,19
BICH10006,BICH10009,19
PUHR11050,PUHR11085,19
PUHR11050,PUHR11115,19
EPCC11001,EPCC11019,19
ELEE10007,ELEE10021,19
LASC08022,PHIL08004,19
ELCC10013,ELCF10082,19
ELCF10002,ELCF10082,19
ELCC10015,ELCH10021,19
ARTX11035,ARTX11036,19
BIME10011,NEBM10005,19
BUST10113,BUST10127,19
PGSP11104,PGSP11247,19
ARHI08008,ARHI08010,19
PLIT08020,SCAN08010,19
ANHI08013,CACA08012,19
LAWS10155,LAWS10202,19
MATH10013,MATH11183,19
MAEE11004,MECE11017,19
ACCN10026,ECNM10070,19
MATH08065,PHYS08050,19
MATH10069,MATH10101,19
PSYL10141,PSYL10150,19
PSYL10102,PSYL10141,19
LAWS10160,LAWS10202,19
EPCC11017,INFR11147,19
ARTX11036,ARTX11037,19
MECE11009,MECE11017,19
PGGE11138,PGGE11239,19
PGGE11236,PGGE11239,19
ELEE10011,ELEE10031,19
ARTX11035,ARTX11037,19
PUHR11001,PUHR11115,19
PHYS10015,PHYS10035,19
CHEE11021,CHEE11032,19
ECNM11023,ECNM11049,19
PSYL10168,PSYL10180,19
PSYL10174,PSYL10180,19
MATH08051,PHYS08050,19
MATH11029,MATH11199,19
LAWS08114,LAWS08132,19
LAWS08114,LAWS08133,19
LAWS08114,LAWS08142,19
BICH10009,BICH10018,19
DIVI08013,ENLI08025,19
BUST08030,BUST08043,19
BUST08043,BUST08049,19
BUST08043,BUST08050,19
BICH10007,BICH10009,19
BICH10009,BICH10014,19
PHYS10034,PHYS10106,19
CMSE11089,CMSE11569,19
CIVE08020,SCEE08017,19
MATH10064,MATH11205,19
DESI08080,DESI08081,19
PUHR11038,PUHR11085,19
HIST08040,IMES08037,19
EPCC11005,EPCC11020,19
EFIE11027,EFIE11038,19
BUST08008,BUST08027,19
CMSE11532,CMSE11563,19
BILG09010,BILG09022,19
DIVI10048,DIVI10100,19
PHYS08059,PHYS08060,19
INFR11033,INFR11125,19
ELEE10007,ELEE10032,19
EDUA11333,REDU11011,19
CLGE08004,HIST08035,19
ENLI08020,LASC08022,19
ENLI08021,LASC08022,19
PUHR11001,PUHR11032,19
CMSE11532,CMSE11553,19
INFR11130,INFR11212,19
SCIL10045,SCIL10080,19
PHYS10015,PHYS11049,19
PGSP11469,SCIL11009,19
EDUA11187,EDUA11416,19
MECE11001,PGEE11001,19
ENLI08025,LASC08017,19
PUHR11033,PUHR11050,19
PGGE11004,PGGE11223,19
PGGE11004,PGGE11237,19
CLPS11033,CLPS11066,19
ELEE08020,PHYS08026,19
PGEE11029,PGEE11249,19
PGEE11107,PGEE11161,19
PGEE11107,PGEE11249,19
PLIT08011,SCIL08018,19
BUST08035,ECNM08013,19
DIVI08013,ENLI08024,19
BUST10012,ECNM10030,19
EPCC11007,EPCC11008,19
ENLI10223,ENLI10424,19
INFR11249,INFR11280,19
CMSE11532,CMSE11543,19
ARCH08006,ARCH08038,19
ARCH08027,ARCH08038,19
MATH08063,PHYS08049,19
MATH08066,PHYS08049,19
CMSE11175,CMSE11569,19
AFRI08001,SCAN08005,19
CNST11014,CNST11095,19
PLIT10036,PLIT10106,19
ENLI08024,LASC08017,19
ENLI08024,LASC08019,19
INFR08026,MATH08058,19
PGGE11003,PGGE11004,19
CLPS11037,CLPS11066,19
PUHR11032,PUHR11033,19
DESI10081,DESI10088,19
DESI08080,DESI08084,19
DESI08081,DESI08084,19
ACCN10014,BUST10158,19
BUST10133,BUST10158,19
DESI10121,DESI10147,19
CMSE11555,CMSE11569,19
GEGR10131,GEGR10136,19
CHEE11032,CIVE11053,19
SCIL10018,SCIL10023,19
SCIL10023,SCIL10091,19
MECE11001,PGEE11161,19
MECE11001,PGEE11195,19
MECE11001,PGEE11249,19
PGEE11001,PGEE11029,19
PGEE11001,PGEE11107,19
PGEE11001,PGEE11161,19
CMSE11380,CMSE11569,19
CNST11095,CNST12007,19
INFR11132,INFR11245,19
ARTX08055,ARTX08093,19
MATH08057,PHIL08004,19
ENLI08024,PHIL08017,18
DIVI08013,ENLI08021,18
INFR11136,INFR11202,18
PUHR11016,PUHR11032,18
PHYS10015,PHYS11019,18
INFR11130,INFR11157,18
PUHR11032,PUHR11050,18
PUHR11032,PUHR11038,18
EASC10103,EASC10107,18
EASC10105,EASC10106,18
EASC10105,EASC10107,18
ARTX10048,ARTX10061,18
MATH10013,MATH10108,18
MATH10066,MATH10106,18
MATH10003,MATH11226,18
LAWS10165,LAWS10202,18
PLIT08017,SCPL08004,18
PLIT08018,SCPL08004,18
ACCN08012,BUST08039,18
ARTX08072,ARTX08092,18
ARTX08072,ARTX08093,18
INFR10057,INFR10074,18
DESI11120,DESI11168,18
PUHR11001,PUHR11016,18
MATH10071,MATH10073,18
LAWS08142,PLIT08021,18
BIME10043,BIME10048,18
BIME10044,BIME10048,18
CLGE08004,HIST08034,18
ELEE08016,PHYS08026,18
CLPS11063,CLPS11086,18
MAEE11004,MAEE11005,18
ENLI10110,ENLI10423,18
MATH10065,MATH11192,18
CLPS11081,CLPS11091,18
AFRI08008,PLIT08009,18
CIVE11053,MECE10015,18
CMSE11546,CMSE11553,18
BIME10042,BIME10048,18
ELCF10002,ELCF10081,18
EPCC11002,EPCC11013,18
BUST10067,BUST10108,18
BUST10142,BUST10169,18
PUHR11001,PUHR11038,18
PUHR11001,PUHR11050,18
CMSE11532,CMSE11561,18
SCAN10030,SCAN10066,18
HIST08040,SCAN08010,18
BILG08015,PHYS08051,18
ELEE10003,ELEE10029,18
SCIL10045,SCIL10047,18
ELEE08021,SCEE08017,18
CLPS11063,CLPS11091,18
CLPS11063,CLPS11095,18
CLPS11081,CLPS11086,18
CLPS11081,CLPS11087,18
CLPS11086,CLPS11091,18
CLPS11086,CLPS11095,18
INFR08025,SCEE08012,18
INFR08029,SCEE08012,18
ECNM10052,ECNM10086,18
MATH08064,PHIL08014,18
PHYS10042,PHYS10090,18
ELEE10010,ELEE11110,18
ELEE08021,SCEE08016,18
ELEE10003,ELEE10031,18
ELEE10006,ELEE10011,18
CLPS11087,CLPS11091,18
CLPS11087,CLPS11095,18
CLPS11091,CLPS11095,18
SCAN10036,SCAN10068,18
MATH10003,MATH10071,18
ECNM10069,ECNM10086,18
INFR11017,INFR11147,18
EDUA11412,REDU11045,18
EDUA11412,REDU11046,18
INFR10078,INFR10079,18
CMSE11534,CMSE11552,18
EDUA11333,REDU11010,18
GEGR08010,SCIL08008,18
DEBI10021,DEBI10034,18
DEBI10021,DEBI10031,18
DEBI10021,DEBI10032,18
EPCC11003,EPCC11013,18
METE08001,PHYS08043,18
CLPS11082,CLPS11091,18
CLPS11082,CLPS11095,18
CLPS11086,CLPS11087,18
PHYS10083,PHYS11012,18
ECNM10030,ECNM10096,18
MAEE11004,MECE11006,18
PHYS10090,PHYS10096,18
EFIE11016,EFIE11038,18
EFIE11016,EFIE11094,18
BUST10144,BUST10159,18
ECNM10114,ECNM10116,18
EFIE11038,EFIE11118,18
PGEE11029,PGEE11173,18
CIVE10004,CIVE10032,18
INFR10022,INFR10061,18
DEBI10031,DEBI10032,18
DEBI10031,DEBI10034,18
DEBI10032,DEBI10034,18
CMSE11532,CMSE11568,18
BIME09002,BIME09008,18
INFR08025,MATH08077,18
CIVE10004,MAEE10003,18
CHEM10012,CHEM10056,18
EFIE11038,EFIE11119,18
EFIE11038,EFIE11120,18
EFIE11094,EFIE11118,18
EFIE11094,EFIE11119,18
CIVE10032,SCEE11014,18
EDUA11212,EDUA11347,18
IMES08026,IMES08033,18
CLPS11081,CLPS11095,18
CLPS11082,CLPS11086,18
CLPS11082,CLPS11087,18
EFIE11027,EFIE11367,18
SCWR10033,SCWR10036,18
ECNM10069,ECNM10107,18
EPCC11009,EPCC11014,18
BIME10052,BIME10057,18
BIME10052,BIME10058,18
BIME10053,BIME10057,18
BIME10053,BIME10058,18
BIME10054,BIME10057,18
BIME10054,BIME10058,18
BIME10057,BIME10058,18
ELCF10002,ELCF10067,18
EFIE11002,EFIE11367,18
EFIE11023,EFIE11367,18
EFIE11025,EFIE11367,18
MECE10002,MECE10015,18
HIST10426,HIST10519,18
ELEE10032,MAEE10005,18
BUST08045,ECNM08013,18
ECNM10052,ECNM10107,18
PGSP11296,PGSP11420,18
PGSP11420,SCAN11027,18
BUST08027,BUST08028,18
MATH11187,MATH11205,18
MATH11111,MATH11131,18
MATH10065,MATH11131,18
PGPH11097,PHYS11016,18
PGPH11097,PHYS11049,18
BUST10004,BUST10108,18
EFIE11094,EFIE11120,18
DIVI08001,DIVI08019,18
ELCC10014,ELCG10025,18
ELCG10016,ELCG10025,18
ELCC10013,ELCF10027,18
CMSE11545,CMSE11629,18
MATH10013,MATH11088,18
CHEM10023,CHEM10057,18
IMES08036,PLIT08011,18
SCIL10062,SCIL10093,18
PHYS10015,PHYS10083,18
DIVI08015,HIST08044,18
PGSP11240,PGSP11296,18
PGSP11240,PGSP11420,18
PGSP11240,SCAN11027,18
IMES10024,IMES10040,18
ELEE10029,MAEE10005,18
ELEE10021,ELEE10029,18
ELEE10021,ELEE11110,18
CMSE11408,CMSE11472,18
EPCC11005,EPCC11014,18
BUST10127,BUST10151,18
MATH10068,MATH10106,18
PHYS08050,SCEE08020,18
SPRT08028,SPRT08032,18
ELCC10015,ELCH10070,18
DIVI08013,HIAR08026,18
BUST10004,CMSE10002,18
PGSP11296,SCAN11027,18
ECSH10004,HIST10426,18
PHYS10106,PHYS11019,18
PHYS10107,PHYS11019,18
PHYS10107,PHYS11045,18
MATH11157,MATH11205,18
EPCC11009,EPCC11019,18
EPCC11019,EPCC11020,18
CMSE11545,CMSE11552,18
ELCH10026,ELCH10059,18
CMSE11546,CMSE11568,18
METE08001,PHYS08042,18
MATH10102,MATH11226,18
MATH10096,MATH11205,18
EASC08028,EASC08029,18
ECSC10034,ECSC10036,18
SCAN10036,SCAN10044,18
DESI11073,INFR11147,18
PHYS11035,PHYS11067,18
PHIL08020,PSYL08009,18
MATH11111,MATH11153,18
MATH11111,MATH11154,18
ELEE10020,ELEE10021,18
ELCH10026,ELCH10070,18
PHYS10099,PHYS11044,18
CMSE11101,CMSE11472,18
CMSE11101,CMSE11490,18
CMSE11289,CMSE11472,18
CMSE11289,CMSE11490,18
CMSE11472,CMSE11490,18
MATH11111,MATH11228,18
MATH11153,MATH11205,18
MATH11154,MATH11205,18
ENLI10391,ENLI10423,18
EASC08029,EASC08030,18
MATH10007,MATH11205,18
INFR10064,INFR10080,18
BILG09001,BIME09002,18
HIST10425,HIST10440,18
ELCC10015,ELCH10059,18
ELCF10002,ELCF10027,18
ENLI10391,ENLI10424,18
MATH10067,PHYS10015,18
PHYS08042,PHYS08051,18
PHYS08043,PHYS08051,18
MATH10072,MATH10102,18
MATH10053,MATH11111,18
CMSE11086,CMSE11101,18
CMSE11086,CMSE11289,18
ASST08060,ASST08077,18
EFIE11015,EFIE11094,18
PHYS08046,PHYS08051,18
ARCH11276,ARCH11280,18
BUST08029,ECNM08013,18
HIAR10114,HIAR10171,18
PSYL10157,PSYL10184,18
MATH10099,MATH10102,18
ELCC08003,ENLI08025,18
HIST08035,IMES08034,18
MATH11111,MATH11157,18
MATH11111,MATH11202,18
DESI10052,DESI10146,18
DESI10143,DESI10144,18
CMSE11552,CMSE11553,18
DESI10143,DESI10145,18
DESI10143,DESI10146,18
DESI10144,DESI10145,18
DESI10144,DESI10146,18
DESI10145,DESI10146,18
DIVI08001,DIVI08028,18
ASST08044,ASST08077,18
SCPL08005,SCPL08012,18
CNST12014,CNST12015,18
ELEE10006,ELEE10007,18
DESI10052,DESI10143,18
DESI10052,DESI10144,18
DESI10052,DESI10145,18
REDU11045,REDU11089,18
REDU11046,REDU11089,18
SCAN08015,SCIL08018,18
ELEE11085,MAEE10005,18
PGGE11234,PGGE11239,18
ENLI10207,ENLI10424,18
MATH10086,MATH10108,18
CHEE10002,CHEE11026,18
CHEE10004,CHEE11026,18
CHEE10005,CHEE11026,18
CHEE10008,CHEE11026,18
MATH08059,PHIL08004,18
ELEE09035,MECE09026,18
ELEE09035,MECE09034,18
ELEE09035,MECE09036,18
PHYS10096,PHYS11019,18
PHYS11035,PHYS11049,18
ELEE10003,ELEE11097,18
EPCC11003,EPCC11007,18
PHYS11067,PHYS11070,18
BUST10032,BUST10158,18
HIST10425,HIST10523,18
MAEE10002,MECE10009,18
PHYS08039,SCEE08012,18
PHYS08039,SCEE08020,18
CHEE11026,MAEE10005,18
ELEE10010,ELEE10031,18
ELEE10010,ELEE11107,18
MATH10065,MATH10099,18
EFIE11015,EFIE11038,18
MATH08063,PHIL08014,18
CMSE11086,CMSE11490,18
CMSE11101,CMSE11289,18
CMSE11081,CMSE11086,18
CMSE11081,CMSE11101,18
CMSE11081,CMSE11289,18
CMSE11081,CMSE11472,18
CMSE11081,CMSE11490,18
MATH10053,MATH10073,18
EPCC11007,EPCC11020,18
CMSE11338,CMSE11471,18
EPCC11001,EPCC11007,18
EPCC11002,EPCC11007,18
PHYS11016,PHYS11035,18
ENLI10351,ENLI10423,18
ENLI10351,ENLI10424,18
EDUA11209,EDUA11210,18
EDUA11209,REDU11046,18
MATH10071,MATH10086,18
CHEE10010,CHEE11026,18
CMSE11170,CMSE11471,18
CMSE11342,CMSE11471,18
CMSE11463,CMSE11471,18
HIST08040,PLIT08016,18
LAWS08127,LAWS08136,18
EDUA11209,REDU11089,18
EDUA11210,REDU11045,18
EDUA11210,REDU11046,18
EDUA11210,REDU11089,18
MATH10010,MATH10099,18
ECNM10112,ECNM10113,18
CHEM08023,PHYS08051,18
MATH10066,MATH10096,18
ELEE10028,ELEE11097,18
EDUA11209,REDU11045,18
CIVE08023,SCEE08008,18
EDUA11206,EDUA11248,18
ENLI10223,ENLI10423,18
PLIT08008,SCPL08014,18
INFR10065,INFR10079,18
ARCH08007,ARCH08038,18
ARCH08028,ARCH08038,18
MATH11140,MATH11207,18
PHIL08014,PHIL08020,18
ELCC10013,ELCF10075,18
ELCF10002,ELCF10075,18
INFR11147,INFR11202,18
ENLI08025,PHIL08014,18
ENLI08025,PHIL08017,18
DESI11118,DESI11168,18
ENLI08024,PHIL08014,18
MATH10003,MATH10096,18
MATH10053,MATH10096,18
ELEE09035,SCEE09001,18
EASC09052,EASC10103,18
EASC09052,EASC10105,18
EASC10103,EASC10105,18
MATH10079,MATH11236,18
PHIL08015,PSYL08010,18
CLPS11066,CLPS11079,18
CLPS11066,CLPS11080,18
EASC10103,EASC10106,18
ELCC10013,ELCF10067,18
ELCC10013,ELCF10081,18
CLPS11063,CLPS11087,18
PHIL08004,PHIL08017,18
ECNM10030,ECNM10056,18
SCIL10023,SCIL10062,18
HIST10426,HIST10504,18
ECNM10030,ECNM10117,18
PLIT10030,PLIT10105,18
MECE11009,SCEE11014,18
CMSE11543,CMSE11553,18
LAWS10202,LAWS10268,18
INFR08031,MATH08058,18
INFR10065,INFR11280,18
HIST10425,HIST10518,18
MECE11006,MECE11008,18
DIVI08013,ENLI08020,17
ELCH10026,ELCH10040,17
EDUA11338,EDUA11404,17
BIME10025,MIBM10052,17
SPRT10057,SPRT10059,17
SPRT10057,SPRT10062,17
SPRT10057,SPRT10063,17
MATH11088,MATH11226,17
ELEE11085,SCEE11014,17
MATH10060,MATH10073,17
ELCC10015,ELCH10040,17
INFR08027,MATH08058,17
MATH11205,MATH11228,17
CMSE11561,CMSE11563,17
CHEE10009,CHEE11029,17
PSYL10140,PSYL10153,17
CMSE11463,CMSE11472,17
EPCC11013,EPCC11020,17
ELCC10014,ELCG10031,17
ELCG10016,ELCG10031,17
DIVI08003,DIVI08034,17
MATH10086,MATH10099,17
EASC08011,EASC08031,17
BILG09005,BILG09022,17
PLIT08008,SAST08003,17
CHEE08016,CIVE08023,17
CIVE11055,MECE11006,17
CIVE08026,ELEE08021,17
CLPS11084,PGSP11567,17
SCAN08012,SCIL08018,17
CMSE11285,CMSE11569,17
HIAR08028,HIST08044,17
ZLGY10013,ZLGY10029,17
BUST08005,BUST08008,17
CACA08011,CACA08012,17
CMSE11546,CMSE11561,17
ECNM10082,ECNM10107,17
PHIL08017,PHIL08020,17
EDUA11040,REDU11011,17
PLIT08011,SCPL08005,17
SPRT10032,SPRT10051,17
BIME09005,BIME09013,17
ENLI10335,ENLI10424,17
PSYL10090,PSYL10175,17
EFIE11023,EFIE11104,17
EFIE11025,EFIE11104,17
EFIE11027,EFIE11104,17
SCAN10036,SCAN10070,17
PHYS11016,PHYS11042,17
PHYS11042,PHYS11049,17
CMSE11539,CMSE11549,17
CMSE11540,CMSE11547,17
CMSE11540,CMSE11549,17
CMSE11547,CMSE11549,17
PLIT10106,PLIT10167,17
ENLI10345,ENLI10373,17
MECE08013,SCEE08017,17
PGSP11562,PGSP11563,17
ELCH10026,ELCH10081,17
MECE08014,SCEE08017,17
CMSE11538,CMSE11540,17
CMSE11538,CMSE11547,17
CMSE11538,CMSE11549,17
CMSE11485,CMSE11561,17
BUST08005,BUST08030,17
MATH10069,MATH10106,17
MUSI08074,MUSI08080,17
CMSE11538,CMSE11539,17
SPRT08029,SPRT08032,17
MATH08074,PHYS08039,17
MATH08075,PHYS08039,17
CHEE08013,CIVE08023,17
EDUA11039,EDUA11040,17
IMES08027,IMES08033,17
LAWS08114,LAWS08130,17
ASST10133,ASST10158,17
ASST10148,ASST10158,17
CMSE11532,CMSE11546,17
CHEM10055,CHEM10056,17
CMSE11539,CMSE11540,17
CMSE11539,CMSE11547,17
SPRT10032,SPRT10054,17
MUSI08075,MUSI08078,17
MUSI08077,MUSI08078,17
ECNM10052,ECNM10082,17
ECNM10070,ECNM10082,17
ARCH11010,MUSI11065,17
ELEE10003,ELEE11112,17
PGEE11107,PGEE11173,17
PHYS10083,PHYS10106,17
PHYS10099,PHYS10106,17
PHYS10106,PHYS11045,17
LAWS11471,LAWS11474,17
PLIT08008,SCIL08012,17
ECSC09004,ECSC10038,17
ECSC09007,ECSC10038,17
ASST10121,ASST10158,17
EDUA11333,SPRT11011,17
PSYL10168,SCIL10062,17
PSYL10168,SCIL10091,17
LAWS08114,LAWS08134,17
SPRT10027,SPRT10030,17
EDUA11333,SPRT11012,17
BUST10004,BUST10107,17
