Module_A,Module_B,Clash_Count
PGSP11116,STIS10014,3
LASC10114,LASC10123,3
ENLI10286,ENLI10335,3
LAWS10212,LAWS10221,3
ELEE09035,INFR10079,3
SCAN08011,SHSS08008,3
DIVI10088,DIVI10104,3
DIVI10087,DIVI10104,3
DIVI10087,DIVI10100,3
DIVI10033,DIVI10100,3
PHYS09059,PHYS10105,3
CLPS11096,CLPS12038,3
CMSE11440,CMSE11623,3
CMSE11409,CMSE11472,3
DIVI10104,DIVI10119,3
MUSI07001,MUSI08073,3
MATH08059,MATH08064,3
MATH08059,MATH08063,3
MATH08051,MATH08059,3
SCIL08013,SHSS08005,3
SCIL08012,SHSS08005,3
LAWS10268,LAWS10280,3
GEGR08011,STIS08010,3
NUST08020,SHSS08005,3
NUST08020,NUST08024,3
CNST08002,NUST08020,3
DIVI10029,DIVI10100,3
DIVI10029,DIVI10088,3
SCAN08010,SCWR08007,3
PLIT08012,SHSS08005,3
ARTX08058,ARTX08072,3
SCPL08005,SCWR08008,3
ARHI08010,ASST07027,3
ARCH08028,ASST07027,3
ARCH08027,ASST07027,3
ARCH08007,ASST07027,3
ARCH08006,ASST07027,3
PGSP11247,PGSP11424,3
ARCA10065,HIST10426,3
PLIT10117,SCIL10063,3
ARTX10058,HIAR10172,3
CLGE08003,ENLI08025,3
CLGE08003,ENLI08024,3
ANHI08014,CLGE08003,3
PLIT08020,SCPL08014,3
EFIE08004,PSYL08015,3
EFIE08004,PSYL08012,3
EFIE08004,PSYL08011,3
ECNM08013,MUSI08069,3
DESI08084,DESI08095,3
DESI08081,DESI08095,3
DESI08080,DESI08095,3
SCAN08010,SCPL08004,3
IMES08026,SCAN08010,3
LAWS11131,LAWS11240,3
CLLC11203,ELCC11021,3
CLLC11193,CLLC11203,3
CLLC11192,CLLC11203,3
LAWS11347,LAWS11402,3
LAWS11347,LAWS11379,3
LAWS11242,LAWS11403,3
LAWS11242,LAWS11379,3
LAWS11190,LAWS11402,3
ARTX10048,HIAR10114,3
ECNM08016,STIS08009,3
DESI08087,DESI08146,3
HIAR11063,HIAR11109,3
CLLC11203,ELCC11022,3
PHIL08017,SCPL08014,3
PHIL08014,SCPL08014,3
BUST10156,BUST10163,3
ANHI10097,CLTR10026,3
MUSI08057,MUSI08073,3
DESI08010,MUSI08080,3
HIST10511,HIST10516,3
PSYL10174,SCIL10093,3
PSYL10168,SCIL10093,3
LAWS10203,LAWS10268,3
INFR11114,INFR11147,3
INFR11114,INFR11136,3
ECNM08003,MATH08059,3
ECNM08003,MATH08057,3
ARCA10047,ARCA10065,3
ARCA10047,ARCA10064,3
MUSI08073,MUSI08084,3
MUSI08073,MUSI08082,3
BUST08055,PLIT08008,3
ACCN08012,PLIT08009,3
LAWS10256,LAWS10273,3
INFR11150,INFR11269,3
INFR11147,INFR11256,3
INFR11136,INFR11256,3
LAWS08130,LAWS10256,3
LAWS08130,LAWS10199,3
ARCH10030,ARCH10047,3
INFR11245,INFR11256,3
GEGR08009,METE08001,3
GEGR08007,METE08001,3
EFIE11024,EFIE11291,3
EFIE11001,EFIE11313,3
EFIE11001,EFIE11168,3
PLIT10036,SCPL10045,3
DIVI10116,DIVI10117,3
GEGR10133,SCIL10063,3
GEGR09020,SCIL10063,3
PHIL08020,PLIT08008,3
LAWS08119,PLIT08008,3
INFR10054,INFR11157,3
ENLI08021,IMES08036,3
ENLI08020,IMES08036,3
ARCA10047,ARCA10099,3
SCPL08012,SSPS08013,3
SCPL08012,SSPS08012,3
PHIL10162,PHIL10213,3
DESI08141,DIVI08014,3
PHIL10005,PHIL10017,3
EFIE08008,PLIT08009,3
EFIE08008,PLIT08008,3
ECNM08026,PSYL08015,3
ECNM08026,PSYL08012,3
ECNM08026,PSYL08011,3
MATH10074,PHYS10094,3
MATH10074,PHYS10093,3
MATH10069,PHYS10015,3
NUST10056,SHSS10011,3
NUST10054,SHSS10011,3
DIVI08003,LASC08022,3
ECSC09007,ECSC10036,3
ECSC09004,ECSC10036,3
DESI08010,HIST08040,3
BUST10012,BUST10135,3
CMSE10003,ECNM10056,3
BIME10069,LAWS11466,3
DIVI10119,DIVI10120,3
ELCF07007,ENLI08025,3
ELCF07007,ENLI08024,3
NUST10053,SHSS10011,3
STIS10001,STIS10009,3
HIST10426,PLIT10107,3
MATH08051,MATH10098,3
MATH08051,MATH10068,3
MATH08051,MATH10067,3
MATH08051,MATH10066,3
HIST10261,HIST10333,3
EDUA08124,SCWR08003,3
EDUA08123,SCWR08003,3
LASC08022,PLIT08016,3
BIME10068,LAWS11466,3
BIME10049,LAWS11466,3
PLIT10068,PLIT10154,3
LASC10009,LASC10123,3
INFR11144,INFR11269,3
LASC10031,LASC10049,3
ECSH10004,HIST10389,3
EDUA08122,SCWR08003,3
EDUA08121,SCWR08003,3
MATH10101,MATH10106,3
CELT08021,LASC08023,3
CELT08021,LASC08022,3
CELT08017,LASC08023,3
CELT08017,LASC08022,3
ECNM10070,SCPL10045,3
ECNM10069,SCPL10045,3
ECNM10052,SCPL10045,3
MUSI08079,PHYS08026,3
MUSI08057,PHYS08045,3
ASST08052,ENLI08025,3
ASST08052,ENLI08024,3
ASST08052,ASST08071,3
SCPL08014,SSPS08008,3
EPCC11017,INFR11022,3
ANHI10086,ARCA10098,3
CHEM08029,SCEE08016,3
CHEM08029,SCEE08015,3
CHEM08029,SCEE08014,3
CHEM08029,SCEE08010,3
CHEM08029,SCEE08009,3
LAWS11041,LAWS11047,3
PLIT10151,STIS10001,3
GREE10038,LATI10002,3
EDUA11282,EDUA11347,3
BILG08011,ECSC08010,3
PHIL10174,PHIL10213,3
BUST08003,ECNM08025,3
CIVE08020,SCEE09002,3
SCAN10044,SCAN10062,3
ELEE10011,INFR10076,3
CHEM08029,SCEE08003,3
CHEE08019,CHEM08029,3
CHEE08017,CHEM08029,3
CHEE08016,CHEM08029,3
CHEE08013,CHEM08029,3
CHEE08012,CHEM08029,3
CNST08001,NUST08020,3
DIVI08001,SCIL08017,3
CNST11094,CNST12013,3
ASST08071,ENLI08025,3
ASST08071,ENLI08024,3
ELEE10011,ELEE11111,3
LAWS08133,LAWS10283,3
LAWS08133,LAWS10260,3
MLBI10019,MLBI10022,3
BUST10004,BUST10023,3
SCPL10042,SCPL10045,3
SCPL10040,SCPL10042,3
SCPL10028,SCPL10040,3
HIAR10157,HIAR10212,3
ELEE09034,INFR10064,3
PSYL10175,SCIL10091,3
ASST07016,SCAN08015,3
ASST07008,SCAN08015,3
MUSI08080,MUSI08083,3
ELCC08008,ELCR08009,3
ELCC08006,ELCC08008,3
ENLI10223,ENLI10335,3
DIVI10046,DIVI10117,3
IMES08037,IMES08047,3
ELCH07011,SCAN08015,3
ELCH07011,PSYL08012,3
ELCH07010,PSYL08012,3
PLIT10139,PLIT10165,3
PLIT08021,SCWR08007,3
ELCC08010,ENLI08021,3
DESI08087,DESI08143,3
BILG08021,GESC08003,3
PSYL10175,SCIL10062,3
PSYL10175,SCIL10018,3
CHEM10043,CHEM10071,3
ELEE11111,ELEE11112,3
ELEE10029,ELEE11111,3
DIVI10003,DIVI10053,3
DIVI10003,DIVI10052,3
PLIT08021,SSPS08009,3
LASC10056,LASC10107,3
LAWS10235,LAWS10242,3
LAWS10151,LAWS10254,3
PLIT08008,SCWR08007,3
ASST07027,PLIT08009,3
ECNM10069,MATH10003,3
PHYS10035,PHYS10106,3
PHYS10035,PHYS10083,3
MATH11140,PHYS10035,3
PSYL11100,PSYL11112,3
PSYL11100,PSYL11111,3
ELCI08005,LASC08018,3
ELCI08004,LASC08018,3
DESI11198,PGSP11116,3
LAWS10235,LAWS10271,3
LAWS10197,LAWS10203,3
MUSI10067,MUSI10114,3
MUSI10067,MUSI10112,3
LAWS10195,LAWS10273,3
STIS10001,STIS10014,3
SSPS10014,STIS10001,3
SCIL10082,STIS10001,3
SCIL10024,SCIL10082,3
INFR11023,INFR11241,3
CLGE08004,DIVI08010,3
CLGE08003,DIVI08010,3
ENLI08025,PLIT08016,3
ENLI08024,PLIT08016,3
ASST08043,PHIL08014,3
LASC08023,SCPL08004,3
LASC08022,SCPL08004,3
HIST10517,PLIT10106,3
NUST08020,SHSS08008,3
LAWS10175,LAWS10233,3
LAWS10263,LAWS10274,3
LAWS10160,LAWS10263,3
LAWS08133,LAWS10212,3
LAWS08130,LAWS10212,3
LAWS08129,LAWS10160,3
LAWS10175,LAWS10235,3
LAWS10086,LAWS10195,3
DIVI10038,DIVI10117,3
ECNM10069,PLIT10121,3
INFR11022,INFR11145,3
INFR11022,INFR11023,3
MATH08059,PHYS08049,3
LAWS08133,LAWS10231,3
ELEE10031,INFR11022,3
ELEE10017,INFR11022,3
MATH10068,PHIL10162,3
LASC10050,LASC10084,3
MUSI10002,MUSI10109,3
BUST10134,BUST10144,3
SCPL08010,SCWR08009,3
LAWS08125,LAWS08141,3
EASC08011,ECSC08008,3
HIST10333,PLIT10036,3
PGSP11132,PGSP11299,3
ELEE11109,MECE11009,3
ARCA10065,HIST10428,3
ARCA10064,HIST10428,3
MATH10053,MATH10074,3
EASC08008,EASC08024,3
MATH08059,PHYS08042,3
MATH08058,PHYS08058,3
MATH08058,PHYS08045,3
BUST10021,BUST10107,3
BITE10002,DEBI10032,3
MATH10065,PHYS10097,3
BUST10115,BUST10160,3
ASST08042,SCAN08010,3
ASST08042,PHIL08017,3
DIVI08015,PHIL08004,3
BUST08055,STIS08010,3
ARCA10096,SCAN10021,3
ARCA10065,SCAN10037,3
ARCA10064,SCAN10037,3
MUSI10038,MUSI10110,3
ENLI10345,ENLI10349,3
ANHI10092,HIST10428,3
ANHI10092,ANHI10113,3
ANHI10084,ANHI10092,3
LASC10114,SCAN10037,3
LASC10114,SCAN10023,3
DESI08094,DESI08140,3
DESI08091,DESI08140,3
ELCC08009,ELCR08011,3
LAWS08128,PLIT08011,3
LAWS08123,PLIT08011,3
IMES08034,PLIT08008,3
DIVI08004,PLIT08008,3
MATH11131,MATH11207,3
MATH10060,MATH11131,3
LAWS10203,LAWS10216,3
SCIL08009,STIS08009,3
DESI08010,SCIL08009,3
LAWS10206,LAWS10248,3
LAWS08119,LAWS08136,3
HIST10416,HIST10474,3
BIME10030,BIME10036,3
LAWS08120,LAWS08135,3
LAWS08120,LAWS08134,3
CIVE08028,ELEE08020,3
CIVE08028,ELEE08016,3
CIVE08028,ELEE08015,3
PHIL08004,PLIT08021,3
BIME08011,ELCH07017,3
BIME08007,ELCH07017,3
MUSI10067,MUSI10086,3
ARTX08054,ARTX08059,3
ARHI08009,HIAR08027,3
GEGR08002,SCIL08009,3
GEGR08002,GEGR08009,3
LASC10061,LASC10090,3
CLTR08008,GREE08003,3
LASC10049,LASC10109,3
BUST08052,HIST08036,3
CIVE08028,ELEE08022,3
LASC10067,LASC10123,3
SCPL10046,SHSS10011,3
SCAN10031,SCAN10078,3
MUSI10073,MUSI10102,3
MUSI10073,MUSI10095,3
ARCA10085,ARCA10101,3
STIS08007,STIS08009,3
ASST08058,LASC08022,3
ANHI08014,HIST08040,3
ANHI08013,HIST08040,3
PLIT10103,PLIT10114,3
MATH11131,MATH11245,3
MATH11131,MATH11242,3
LASC10002,PSYL10175,3
ASST08042,HIST08035,3
ARCH11271,ARCH11281,3
ARCH11270,ARCH11281,3
ARCH11269,ARCH11281,3
AFRI10003,PLIT10138,3
SCIL10068,SCIL10097,3
AFRI10003,SCIL10065,3
ELEE08020,SCEE08020,3
ELEE08020,MATH08074,3
MATH07003,PHYS08058,3
MATH07003,PHYS08049,3
MATH07003,PHYS08046,3
MATH11131,MATH11188,3
PLIT10036,PLIT10095,3
LAWS08133,LAWS10268,3
MATH10003,MATH11148,3
INFR11216,MATH10003,3
INFR11136,MATH10003,3
INFR11020,INFR11198,3
CMSE11626,MATH10003,3
CMSE11626,INFR11144,3
LAWS10155,LAWS10241,3
ANHI08015,ECNM08016,3
ASST08059,LASC08023,3
ASST08059,LASC08022,3
ECNM08019,ECNM08024,3
MATH07003,PHYS08045,3
MATH07003,PHYS08043,3
MATH07003,PHYS08042,3
BUST10004,BUST10134,3
PLIT10114,PLIT10167,3
BUST10149,ECNM10118,3
BUST10108,PSYL10174,3
LAWS11444,LAWS11505,3
DESI08070,DESI08140,3
LAWS10155,LAWS10206,3
LAWS10086,LAWS10155,3
ELEE09026,INFR10067,3
ELEE09016,INFR10067,3
INFR10086,LASC10061,3
PLIT10059,SCIL10081,3
DIVI10048,PHIL10204,3
GEGR10119,GEGR10131,3
GEGR09018,GEGR10119,3
GEGR09018,GEGR10075,3
GEGR09012,GEGR10119,3
CELT10027,CELT10029,3
BUST10108,PSYL10168,3
ANHI10097,CLGE10014,3
ANHI10090,ANHI10109,3
BUST10151,BUST10153,3
ANHI10090,CACA10055,3
BUST10124,ECNM10118,3
NUST10051,SHSS10012,3
BUST08005,BUST08055,3
PGSP11172,PGSP11415,3
ELCC08003,ELCR08009,3
PSYL08012,SCWR08003,3
ARTX08058,ARTX08090,3
LAWS10253,LAWS10271,3
MUSI10108,MUSI10113,3
MUSI10076,MUSI10113,3
MUSI10055,MUSI10113,3
CELT08023,ENLI08025,3
CELT08023,ENLI08024,3
LAWS08118,LAWS10216,3
LAWS08118,LAWS10202,3
SCIL10077,SCIL10097,3
DESI08141,SSPS08013,3
ECNM08013,EFIE07001,3
ELCH07011,SHSS08002,3
NUST10051,SHSS10011,3
PGHC11190,PGHC11590,3
MECE08013,SCEE09001,3
MECE08013,MECE09036,3
MECE08013,MECE09034,3
MECE08013,MECE09026,3
ELEE09024,SCEE09001,3
ELEE09024,MECE09036,3
ELEE09024,MECE09034,3
ELEE09024,MECE09026,3
ELEE09024,ELEE09029,3
ELEE09024,ELEE09026,3
ELEE09016,SCEE09001,3
CMSE11626,INFR11269,3
CMSE11626,INFR11147,3
DESI08125,HIAR08025,3
DESI08125,DESI08151,3
PSYL08015,SCWR08003,3
ARHI08004,CIVE08024,3
CACA08011,CLGE08004,3
BUST10104,CMSE10003,3
ARCA08012,DIVI08004,3
PLIT10130,PLIT10136,3
ELEE09016,MECE09036,3
ELEE09016,MECE09034,3
ELEE09016,MECE09026,3
MATH07004,SHSS08008,3
CNST11085,CNST11090,3
CNST11084,CNST11090,3
LAWS11364,LAWS11520,3
LAWS11364,LAWS11396,3
LAWS11363,LAWS11520,3
LAWS11041,LAWS11396,3
MECE08013,SCEE09002,3
PHIL08014,SCWR08003,3
MUSI08069,SCWR08003,3
BUST10149,BUST10163,3
SCPL10046,SCPL10047,3
BUST10133,CMSE10002,3
PLIT10106,SCAN10021,3
DIVI08019,IMES08051,3
DIVI08014,IMES08050,3
DIVI08004,IMES08051,3
DIVI08001,IMES08050,3
HIAR11038,HIAR11129,3
HIAR11037,HIAR11129,3
ENVI10001,GEGR10137,3
LAWS11416,LAWS11475,3
LAWS11325,LAWS11472,3
INFR10061,INFR11022,3
HIST10428,HIST10504,3
HIST10389,HIST10504,3
BUST10107,BUST10150,3
BUST10004,BUST10028,3
GEGR09012,GEGR10116,3
CLGE10007,CLTR10026,3
CLGE10007,CLGE10017,3
ANHI10101,CLTR10026,3
LAWS10176,LAWS10259,3
BUST10142,PSYL10141,3
SCAN10022,SCAN10068,3
CMSE11648,INFR11022,3
CLGE10014,CLTR10026,3
ANHI10102,CLGE10015,3
LASC10107,LASC10123,3
ASST08042,IMES08051,3
EASC11008,PHYS10100,3
EASC11008,PHYS10096,3
EASC11008,PHYS10090,3
EASC11008,PHYS10042,3
BUST10165,ECNM10070,3
BUST10165,ECNM10069,3
BUST10165,ECNM10056,3
BUST10165,ECNM10052,3
BUST10135,BUST10165,3
EASC10123,ECSC09007,3
EASC10123,ECSC09004,3
SCIL10068,SCPL10020,3
LAWS10160,LAWS10165,3
BUST10158,ECNM10119,3
ACCN10014,ECNM10114,3
HIST10504,SCHI10077,3
GEGR09026,GEGR10127,3
SCPL10029,SCPL10041,3
ENLI10080,ENLI10110,3
PHIL10175,PHIL10213,3
PHIL10152,PHIL10175,3
ECNM10070,ECNM10104,3
ECNM10069,ECNM10104,3
ECNM10056,ECNM10104,3
ECNM10052,ECNM10104,3
LAWS10083,LAWS10253,3
LAWS08129,LAWS10253,3
AFRI08008,LASC08020,3
AFRI08008,LASC08019,3
ARTX10050,ARTX10051,3
ECSC10036,ZLGY10030,3
BUST10153,BUST10157,3
PHIL10007,PSYL10174,3
PHIL10007,PSYL10168,3
NUST10022,NUST10051,3
LAWS10205,LAWS10284,3
LAWS08130,LAWS10203,3
EDUA07007,EDUA07008,3
EDUA07005,EDUA07008,3
EDUA07005,EDUA07007,3
MUSI10112,MUSI10116,3
MUSI10106,MUSI10110,3
MUSI10089,MUSI10106,3
INFR11033,LASC11138,3
EFIE11002,EFIE11169,3
EFIE11002,EFIE11084,3
EFIE11002,EFIE11082,3
EFIE11008,EFIE11026,3
EASC10121,PGGE11144,3
EASC10080,PGGE11144,3
ANHI10056,CLTR10009,3
ANHI10056,CLGE10015,3
DEBI10032,GENE10015,3
MATH11190,MATH11247,3
MATH11176,MATH11247,3
MATH11158,MATH11190,3
IMES08034,PLIT08021,3
IMES08034,PLIT08011,3
ANHI08015,SCAN08015,3
ANHI08014,SCAN08015,3
ASST08052,ASST08065,3
EDUA11249,REDU11046,3
PGHC11313,PGHC11605,3
LASC11062,LASC11138,3
PSYL10182,SCIL10062,3
PSYL10182,SCIL10018,3
ARTX10049,ARTX10061,3
MATH11131,MATH11176,3
MATH11029,MATH11247,3
MATH11028,MATH11131,3
MATH10095,MATH11247,3
MATH10095,MATH11190,3
HIAR11021,HIAR11063,3
BUST08040,HIAR08027,3
ENLI08021,SCPL08005,3
ENLI08020,SCPL08005,3
ELCH07011,SCPL08005,3
ELCH07011,ENLI08021,3
ELCH07011,ENLI08020,3
EASC10124,PGGE11144,3
CLLC11127,CLLC11162,3
CLLC11127,CLLC11152,3
CLLC11103,CLLC11162,3
PLIT10125,PLIT10146,3
PLIT10109,PLIT10176,3
BUST08051,EFIE08002,3
HIST10333,HIST10472,3
CLLC11103,CLLC11152,3
CLLC11102,CLLC11162,3
CLLC11102,CLLC11152,3
CLLC11039,CLLC11162,3
CLLC11039,CLLC11152,3
CLLC11037,CLLC11162,3
CLLC11037,CLLC11152,3
INFR11020,MATH10095,3
PSYL10182,SCIL10091,3
EASC10100,GEGR10136,3
SCIL10023,STIS10013,3
HIST10440,HIST10474,3
ANHI08014,LATI08013,3
ANHI10086,ANHI10109,3
ANHI10052,ANHI10086,3
MATH10013,MATH11158,3
SCPL10029,SCPL10043,3
ECNM10069,PSYL10174,3
PGSP11162,PGSP11542,3
PGSP11156,PGSP11275,3
ENLI11027,ENLI11134,3
ENLI11026,ENLI11134,3
LAWS11041,LAWS11292,3
ECNM08026,PLIT08012,3
CLLC11152,CLLC11162,3
PLIT10162,SCAN10097,3
CNST08001,SCIL08017,3
LAWS08129,LAWS10197,3
LAWS11292,LAWS11364,3
PLIT10125,PLIT10154,3
ANHI10101,ARCA10083,3
ZLGY10007,ZLGY10026,3
EVBI10010,ZLGY10031,3
EVBI10008,ZLGY10031,3
LAWS08130,LAWS10270,3
LAWS08130,LAWS10248,3
LAWS08130,LAWS10210,3
PHYS08035,PHYS08045,3
ECNM10069,PSYL10168,3
EDUA08100,EDUA08105,3
EDUA08097,EDUA08105,3
PGEE10002,PGEE11174,3
PGEE10002,PGEE11140,3
PGEE10002,PGEE11137,3
PGEE09002,PGEE11246,3
PGEE09002,PGEE11245,3
PGEE09002,PGEE11244,3
PGEE09002,PGEE11225,3
PGEE09002,PGEE11174,3
PGEE09002,PGEE11140,3
PGEE09002,PGEE11137,3
PGEE09002,PGEE10002,3
LAWS08104,PLIT08021,3
PHIL08017,SHSS08005,3
ARHI08010,SCAN08010,3
ARHI08010,HIST08040,3
PLIT10080,PLIT10103,3
PGEE11174,PGEE11225,3
PGEE11140,PGEE11246,3
PGEE11140,PGEE11245,3
PGEE11140,PGEE11244,3
PGEE11140,PGEE11225,3
PGEE11140,PGEE11174,3
PGEE11137,PGEE11246,3
PGEE11137,PGEE11245,3
PGEE11137,PGEE11244,3
PGEE11137,PGEE11225,3
PGEE11137,PGEE11174,3
PGEE11137,PGEE11140,3
PGEE10002,PGEE11246,3
PGEE10002,PGEE11245,3
PGEE10002,PGEE11244,3
PGEE10002,PGEE11225,3
BUST10133,BUST10153,3
SPRT10029,SPRT10049,3
SPRT10025,SPRT10049,3
BUST10158,ECNM10066,3
ECNM10069,PLIT10150,3
MUSI10089,MUSI10110,3
HIAR10169,HIAR10180,3
SSPS08012,STIS08009,3
PGEE11244,PGEE11246,3
PGEE11244,PGEE11245,3
PGEE11225,PGEE11246,3
PGEE11225,PGEE11245,3
PGEE11225,PGEE11244,3
PGEE11174,PGEE11246,3
PGEE11174,PGEE11245,3
PGEE11174,PGEE11244,3
ARTX08093,ELCH07011,3
CACA10021,CLTR10033,3
ANHI10056,CLTR10033,3
ANHI10055,ANHI10102,3
ACCN10029,BUST10156,3
BUST10004,BUST10021,3
ELEE10007,INFR11247,3
HIST08041,PLIT08011,3
ANHI08013,HIST08042,3
MUSI08076,MUSI08078,3
MUSI08073,MUSI08076,3
EFIE11028,EFIE11134,3
PGEE11245,PGEE11246,3
SCIL10067,SCIL10094,3
SCIL10023,SCIL10094,3
SPRT10025,SPRT10066,3
LAWS11475,LAWS11517,3
SCAN10037,STIS10013,3
SCAN10021,STIS10013,3
SAST10001,STIS10013,3
ELCH10027,PLIT10030,3
ELCH10026,PLIT10030,3
ELCC10015,PLIT10030,3
LASC10002,PHIL10231,3
LASC10002,PHIL10174,3
LASC10067,LASC10110,3
BUST10148,ECSC09005,3
PLIT10130,PLIT10154,3
CIVE10006,MAEE11005,3
CIVE10006,MAEE10002,3
BUST10153,ECSC10036,3
MUSI08078,STIS08009,3
EFIE11302,EFIE11304,3
EFIE11040,EFIE11042,3
DESI08087,DESI08110,3
PLIT10106,PLIT10119,3
BUST10107,MATH10068,3
BUST10107,MATH10067,3
ENLI10351,ENLI10367,3
SHSS08004,SHSS08006,3
SCAN08005,SCIL08018,3
ENLI10119,ENLI10367,3
ENLI10119,ENLI10207,3
ENLI10080,ENLI10367,3
ENLI10080,ENLI10119,3
INFR10078,PHIL10174,3
LAWS10248,LAWS10270,3
ELEE11107,INFR10074,3
EVBI10009,ZLGY10030,3
PLIT10048,PLIT10150,3
PLIT10048,PLIT10140,3
HIST10395,HIST10519,3
GEGR10023,GEGR10146,3
LAWS10166,LAWS10176,3
MATH10010,MATH10024,3
PHIL10072,PHIL10231,3
SCIL10023,SHSS10011,3
SCWR08008,SHSS08004,3
ELEE08021,PHYS08060,3
DESI08010,SCEE08009,3
PLIT10059,PLIT10119,3
PHYS08060,SCEE08003,3
EFIE11304,EFIE11357,3
EFIE11302,EFIE11357,3
HIST08034,HIST08042,3
ASST08043,SCIL08017,3
BUST10104,BUST10108,3
INFR11223,MATH11177,3
ELCF10066,ELCH10074,3
LAWS10212,LAWS10252,3
LAWS10212,LAWS10235,3
ECSH10004,HIST10380,3
MATH10051,MATH10095,3
LAWS10240,LAWS10284,3
HIST08044,SCIL08017,3
PLIT08021,SSPS08012,3
INFR11098,INFR11217,3
ANHI10108,CLTR10036,3
PLIT10036,PLIT10109,3
ANHI10055,ANHI10107,3
ELCH07011,MUSI08078,3
PGGE11263,PGGE11294,3
PGGE11238,PGGE11294,3
PGGE11010,PGGE11294,3
DIVI10003,DIVI10108,3
LAWS10205,LAWS10265,3
LAWS10205,LAWS10253,3
HIST10522,SCHI10010,3
ECSH10004,HIST10522,3
ANHI10107,CLGE10017,3
PGGE11286,PGGE11294,3
ACCN08010,BUST08032,3
ACCN08009,BUST08032,3
HIST08043,PHIL08017,3
HIST08042,PHIL08017,3
HIST08034,SCIL08017,3
MATH10108,MATH11175,3
ELCS08038,STIS08009,3
SCIL10064,SHSS10011,3
SCIL10047,SCIL10064,3
SCIL10081,SSPS10014,3
GEGR08017,SCAN08011,3
GEGR08016,SCAN08011,3
GEGR08015,SCAN08011,3
LAWS10197,LAWS10243,3
DIVI10045,LAWS10273,3
ELCF07007,HIST08041,3
CHEM08031,ELCF08006,3
CHEM08019,ELCF08006,3
ELCF08013,HIST08041,3
ELCF08012,HIST08041,3
BUST08042,SCPL08010,3
INFR08010,PSYL08011,3
CLGE08002,HIAR08027,3
EASC08011,PHYS08043,3
EASC08011,PHYS08042,3
BUST10028,BUST10162,3
HIAR10157,HIAR10186,3
MATH10108,MATH11158,3
PHYS10043,PHYS10090,3
PSYL10004,STIS10013,3
LAWS10212,LAWS10231,3
LAWS10211,LAWS10231,3
EASC10100,EASC10121,3
EASC10080,EASC10100,3
PGEE11001,PGSP11422,3
ELCH07010,PLIT08021,3
LAWS10078,LAWS10256,3
CMSE11590,CMSE11647,3
LAWS10205,LAWS10282,3
LAWS10176,LAWS10212,3
LAWS10176,LAWS10205,3
INFR10054,PHIL10231,3
INFR09051,PHIL10231,3
ECSC10034,ZLGY10030,3
ECLG10009,ZLGY10030,3
ECLG10009,ECSC10034,3
CLTR10029,CLTR10035,3
ANHI10097,CLTR10033,3
CMSE11479,CMSE11647,3
BIME08012,ELCF07008,3
BILG08025,ELCF07008,3
BILG08024,ELCF07008,3
INFR08026,MATH08077,3
ELCF07011,HIAR08027,3
ARCA08004,ELCF07011,3
ARCA08004,CACA08011,3
LAWS08128,SCPL08005,3
LAWS08123,SCPL08005,3
ASST08054,HIST08044,3
ASST08054,HIST08043,3
PLIT08016,STIS08010,3
HIST08044,STIS08010,3
HIST08040,STIS08010,3
CMSE11647,CMSE11657,3
CMSE11647,CMSE11651,3
CMSE11647,CMSE11648,3
CMSE11644,CMSE11647,3
CMSE11624,CMSE11647,3
CMSE11622,CMSE11647,3
BUST08039,MATH08066,3
BUST08039,MATH08065,3
BUST08039,MATH08064,3
BUST08039,MATH08063,3
BUST08039,MATH08051,3
ACCN08012,MATH08068,3
ACCN08012,MATH08066,3
ACCN08012,MATH08065,3
ACCN08012,MATH08064,3
ACCN08012,MATH08063,3
ACCN08012,MATH08051,3
METE08001,PHYS08026,3
GEGR08017,SHSS08001,3
GEGR08016,SHSS08001,3
GEGR08015,SHSS08001,3
ELCF07011,HIAR08028,3
DIVI10117,DIVI10119,3
DIVI10043,DIVI10048,3
ENLI10080,ENLI10249,3
ZLGY10007,ZLGY10025,3
EVBI10008,ZLGY10030,3
LASC10104,LASC10114,3
CIVE10006,CIVE10011,3
CLGE10017,CLTR10029,3
PHIL10197,PHIL10241,3
GEGR10128,GEGR10141,3
PLIT10100,PLIT10150,3
BUST10115,BUST10168,3
ENLI10249,ENLI10368,3
CLGE10017,CLTR10034,3
LAWS10231,LAWS10235,3
ANHI10084,ANHI10097,3
HIAR10204,HIAR10207,3
HIAR10186,HIAR10207,3
ELEE10032,SCEE11017,3
ELEE10029,SCEE11017,3
DIVI10035,DIVI10043,3
LAWS08127,LAWS08144,3
LAWS10155,LAWS10270,3
ELEE11107,INFR11130,3
ECNM08004,SCAN08012,3
PGGE11272,PGGE11300,3
HIST08039,SCAN08012,3
CIVE10004,CIVE10011,3
ANHI10102,CACA10055,3
BUST10157,MATH10066,3
ENLI10310,ENLI10424,3
ENLI10310,ENLI10423,3
MATH10066,PHYS10090,3
ECSH10105,HIST10478,3
ELCC08007,ENLI08022,3
EASC10128,PGGE11233,3
EASC10121,PGGE11233,3
EASC10080,PGGE11233,3
ELCF07011,PSYL08015,3
BUST10127,BUST10169,3
BIME08012,ELCH07010,3
BILG08025,ELCH07010,3
BILG08024,ELCH07010,3
CNST08001,ENLI08025,3
CNST08001,ENLI08024,3
HIST10474,HIST10516,3
ELEE11097,INFR10076,3
ELEE10023,INFR11150,3
ECNM10070,PHIL10017,3
ECNM10052,PHIL10213,3
INFR11213,INFR11218,3
ENLI10115,ENLI10373,3
