Module Department,Module Code,Event ID,Event Type,Duration (minutes),Event Size,Timeslot,Number of Weeks,Weeks,Room,Room Type 1,Room type 2,Building,Campus,Day,Start_Time,Time_Blocks,Session_ID
Moray House School of Education and Sport,EDUA11282,E:6OHY8WTUDV,Lecture,50,150.0,Wednesday 11:00,10,29,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Wednesday,11:00,1,E:6OHY8WTUDV_W29
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY-00001,Lecture,50,150.0,Friday 13:00,9,15,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Friday,13:00,1,E:7T228VUIHY-00001_W15
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY-00001,Lecture,50,150.0,Friday 13:00,9,11,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Friday,13:00,1,E:7T228VUIHY-00001_W11
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY-00001,Lecture,50,150.0,Friday 13:00,9,12,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Friday,13:00,1,E:7T228VUIHY-00001_W12
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY,Lecture,110,150.0,Tuesday 14:00,11,11,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,14:00,2,E:7T228VUIHY_W11
Business School,BUST08027,E:9G2K3GEPX8,Lecture,110,150.0,Tuesday 15:00,10,33,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,15:00,2,E:9G2K3GEPX8_W33
Business School,BUST08027,E:9G2K3GEPX8,Lecture,110,150.0,Tuesday 15:00,10,35,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,15:00,2,E:9G2K3GEPX8_W35
Business School,BUST08027,E:9G2K3GEPX8,Lecture,110,150.0,Tuesday 15:00,10,34,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,15:00,2,E:9G2K3GEPX8_W34
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY-00001,Lecture,50,150.0,Friday 13:00,9,9,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Friday,13:00,1,E:7T228VUIHY-00001_W9
Business School,BUST08027,E:9G2K3GEPX8,Lecture,110,150.0,Tuesday 15:00,10,30,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,15:00,2,E:9G2K3GEPX8_W30
Business School,BUST08027,E:9G2K3GEPX8,Lecture,110,150.0,Tuesday 15:00,10,29,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,15:00,2,E:9G2K3GEPX8_W29
Moray House School of Education and Sport,EDUA11440,E:64OGW5AU7P,Lecture,50,150.0,Tuesday 16:00,9,14,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:64OGW5AU7P_W14
Moray House School of Education and Sport,EDUA11440,E:64OGW5AU7P,Lecture,50,150.0,Tuesday 16:00,9,13,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:64OGW5AU7P_W13
Moray House School of Education and Sport,EDUA11440,E:64OGW5AU7P,Lecture,50,150.0,Tuesday 16:00,9,18,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:64OGW5AU7P_W18
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY-00001,Lecture,50,150.0,Friday 13:00,9,16,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Friday,13:00,1,E:7T228VUIHY-00001_W16
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY-00001,Lecture,50,150.0,Friday 13:00,9,17,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Friday,13:00,1,E:7T228VUIHY-00001_W17
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY-00001,Lecture,50,150.0,Friday 13:00,9,18,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Friday,13:00,1,E:7T228VUIHY-00001_W18
Moray House School of Education and Sport,EDUA11440,E:64OGW5AU7P,Lecture,50,150.0,Tuesday 16:00,9,9,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:64OGW5AU7P_W9
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY,Lecture,110,150.0,Tuesday 14:00,11,18,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,14:00,2,E:7T228VUIHY_W18
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY-00001,Lecture,50,150.0,Friday 13:00,9,10,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Friday,13:00,1,E:7T228VUIHY-00001_W10
Business School,BUST08027,E:9G2K3GEPX8,Lecture,110,150.0,Tuesday 15:00,10,36,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,15:00,2,E:9G2K3GEPX8_W36
Business School,BUST08027,E:9G2K3GEPX8,Lecture,110,150.0,Tuesday 15:00,10,27,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,15:00,2,E:9G2K3GEPX8_W27
Business School,BUST08027,E:9G2K3GEPX8,Lecture,110,150.0,Tuesday 15:00,10,26,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,15:00,2,E:9G2K3GEPX8_W26
Business School,BUST08027,E:9G2K3GEPX8,Lecture,110,150.0,Tuesday 15:00,10,28,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,15:00,2,E:9G2K3GEPX8_W28
Moray House School of Education and Sport,EDUA11282,E:6OHY8WTUDV,Lecture,50,150.0,Wednesday 11:00,10,28,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Wednesday,11:00,1,E:6OHY8WTUDV_W28
Moray House School of Education and Sport,EDUA11282,E:6OHY8WTUDV,Lecture,50,150.0,Wednesday 11:00,10,32,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Wednesday,11:00,1,E:6OHY8WTUDV_W32
Moray House School of Education and Sport,EDUA11282,E:6OHY8WTUDV,Lecture,50,150.0,Wednesday 11:00,10,30,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Wednesday,11:00,1,E:6OHY8WTUDV_W30
Moray House School of Education and Sport,SPRT08021,E:RKQS1A291D,Lecture,50,150.0,Friday 14:00,1,18,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Friday,14:00,1,E:RKQS1A291D_W18
Moray House School of Education and Sport,EDUA11347,E:LOP8N5B9IL,Lecture,50,150.0,Tuesday 09:00,4,32,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,09:00,1,E:LOP8N5B9IL_W32
Moray House School of Education and Sport,EDUA11347,E:LOP8N5B9IL,Lecture,50,150.0,Tuesday 09:00,4,35,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,09:00,1,E:LOP8N5B9IL_W35
Moray House School of Education and Sport,EDUA11282,E:6OHY8WTUDV,Lecture,50,150.0,Wednesday 11:00,10,35,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Wednesday,11:00,1,E:6OHY8WTUDV_W35
Moray House School of Education and Sport,EDUA11282,E:6OHY8WTUDV,Lecture,50,150.0,Wednesday 11:00,10,34,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Wednesday,11:00,1,E:6OHY8WTUDV_W34
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY,Lecture,110,150.0,Tuesday 14:00,11,9,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,14:00,2,E:7T228VUIHY_W9
Moray House School of Education and Sport,EDUA11413,E:67Z3N6MS29,Lecture,50,150.0,Thursday 16:00,9,16,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,16:00,1,E:67Z3N6MS29_W16
Moray House School of Education and Sport,EDUA11413,E:67Z3N6MS29,Lecture,50,150.0,Thursday 16:00,9,14,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,16:00,1,E:67Z3N6MS29_W14
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY,Lecture,110,150.0,Tuesday 14:00,11,12,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,14:00,2,E:7T228VUIHY_W12
School of Social and Political Science,AFRI08001,E:UE45NXMCNP,Lecture,50,150.0,Wednesday 10:00,5,12,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,10:00,1,E:UE45NXMCNP_W12
School of Social and Political Science,AFRI08001,E:UE45NXMCNP,Lecture,50,150.0,Wednesday 10:00,5,10,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,10:00,1,E:UE45NXMCNP_W10
School of Social and Political Science,AFRI08001,E:UE45NXMCNP,Lecture,50,150.0,Wednesday 10:00,5,9,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,10:00,1,E:UE45NXMCNP_W9
School of Social and Political Science,AFRI08001,E:UE45NXMCNP,Lecture,50,150.0,Wednesday 10:00,5,17,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,10:00,1,E:UE45NXMCNP_W17
School of Social and Political Science,AFRI08001,E:UE45NXMCNP,Lecture,50,150.0,Wednesday 10:00,5,18,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,10:00,1,E:UE45NXMCNP_W18
Moray House School of Education and Sport,EDUA11440,E:64OGW5AU7P,Lecture,50,150.0,Tuesday 16:00,9,12,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:64OGW5AU7P_W12
Moray House School of Education and Sport,EDUA11440,E:64OGW5AU7P,Lecture,50,150.0,Tuesday 16:00,9,10,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:64OGW5AU7P_W10
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY,Lecture,110,150.0,Tuesday 14:00,11,19,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,14:00,2,E:7T228VUIHY_W19
Moray House School of Education and Sport,EDUA11440,E:64OGW5AU7P,Lecture,50,150.0,Tuesday 16:00,9,11,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:64OGW5AU7P_W11
Moray House School of Education and Sport,EDUA11440,E:64OGW5AU7P,Lecture,50,150.0,Tuesday 16:00,9,16,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:64OGW5AU7P_W16
Moray House School of Education and Sport,EDUA11413,E:67Z3N6MS29,Lecture,50,150.0,Thursday 16:00,9,11,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,16:00,1,E:67Z3N6MS29_W11
Moray House School of Education and Sport,EDUA11413,E:67Z3N6MS29,Lecture,50,150.0,Thursday 16:00,9,10,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,16:00,1,E:67Z3N6MS29_W10
Moray House School of Education and Sport,EDUA11347,E:LOP8N5B9IL,Lecture,50,150.0,Tuesday 09:00,4,33,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,09:00,1,E:LOP8N5B9IL_W33
Moray House School of Education and Sport,EDUA11347,E:LOP8N5B9IL,Lecture,50,150.0,Tuesday 09:00,4,34,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,09:00,1,E:LOP8N5B9IL_W34
Moray House School of Education and Sport,EDUA11413,E:67Z3N6MS29,Lecture,50,150.0,Thursday 16:00,9,9,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,16:00,1,E:67Z3N6MS29_W9
Moray House School of Education and Sport,EDUA11413,E:67Z3N6MS29,Lecture,50,150.0,Thursday 16:00,9,12,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,16:00,1,E:67Z3N6MS29_W12
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY,Lecture,110,150.0,Tuesday 14:00,11,13,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,14:00,2,E:7T228VUIHY_W13
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY,Lecture,110,150.0,Tuesday 14:00,11,14,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,14:00,2,E:7T228VUIHY_W14
Moray House School of Education and Sport,EDUA11413,E:67Z3N6MS29,Lecture,50,150.0,Thursday 16:00,9,17,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,16:00,1,E:67Z3N6MS29_W17
Moray House School of Education and Sport,EDUA11413,E:67Z3N6MS29,Lecture,50,150.0,Thursday 16:00,9,18,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,16:00,1,E:67Z3N6MS29_W18
Moray House School of Education and Sport,EDUA11413,E:67Z3N6MS29,Lecture,50,150.0,Thursday 16:00,9,13,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,16:00,1,E:67Z3N6MS29_W13
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY,Lecture,110,150.0,Tuesday 14:00,11,15,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,14:00,2,E:7T228VUIHY_W15
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY,Lecture,110,150.0,Tuesday 14:00,11,16,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,14:00,2,E:7T228VUIHY_W16
Moray House School of Education and Sport,SPRT08021,E:7T228VUIHY,Lecture,110,150.0,Tuesday 14:00,11,17,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,14:00,2,E:7T228VUIHY_W17
Moray House School of Education and Sport,EDUA11282,E:6OHY8WTUDV,Lecture,50,150.0,Wednesday 11:00,10,26,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Wednesday,11:00,1,E:6OHY8WTUDV_W26
Moray House School of Education and Sport,EDUA11282,E:6OHY8WTUDV,Lecture,50,150.0,Wednesday 11:00,10,27,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Wednesday,11:00,1,E:6OHY8WTUDV_W27
Moray House School of Education and Sport,EDUA11440,E:64OGW5AU7P,Lecture,50,150.0,Tuesday 16:00,9,17,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,16:00,1,E:64OGW5AU7P_W17
School of Law,LAWS11310,E:WTWPEH73PQ_Part1,Activity,290,145.0,Friday 12:00,1,16,0555_00_G.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Friday,12:00,3,E:WTWPEH73PQ_W16_Part1
School of Law,LAWS11310,E:WTWPEH73PQ_Part2,Activity,290,145.0,Friday 12:00,1,16,0555_00_G.1,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Friday,12:00,2,E:WTWPEH73PQ_W16_Part2
School of Law,LAWS11310,E:OIH3VVYAZR,Lecture,140,140.0,Tuesday 11:00,1,17,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,11:00,3,E:OIH3VVYAZR_W17
School of Law,LAWS11253,E:J11H43IEC4,Lecture,110,140.0,Tuesday 09:00,1,16,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Tuesday,09:00,2,E:J11H43IEC4_W16
Edinburgh College of Art,ARCH08051,E:P76VIAVDAJ,Lecture,90,140.0,Wednesday 10:00,1,11,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,10:00,2,E:P76VIAVDAJ_W11
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57,Lecture,50,125.0,Wednesday 15:00,4,17,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,15:00,1,E:O1T67KSP57_W17
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57,Lecture,50,125.0,Wednesday 15:00,4,10,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,15:00,1,E:O1T67KSP57_W10
Moray House School of Education and Sport,EDUA11048,E:2ZGW1DSG6E,Lecture,50,125.0,Thursday 13:00,9,14,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,13:00,1,E:2ZGW1DSG6E_W14
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57-00002,Lecture,50,125.0,Monday 12:00,9,9,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,12:00,1,E:O1T67KSP57-00002_W9
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57-00002,Lecture,50,125.0,Monday 12:00,9,11,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,12:00,1,E:O1T67KSP57-00002_W11
Moray House School of Education and Sport,REDU11010,E:PIN27ZMI9M,Lecture,110,125.0,Monday 15:00,5,11,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,15:00,2,E:PIN27ZMI9M_W11
Moray House School of Education and Sport,REDU11010,E:PIN27ZMI9M,Lecture,110,125.0,Monday 15:00,5,12,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,15:00,2,E:PIN27ZMI9M_W12
Moray House School of Education and Sport,EDUA11048,E:2ZGW1DSG6E,Lecture,50,125.0,Thursday 13:00,9,16,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,13:00,1,E:2ZGW1DSG6E_W16
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57,Lecture,50,125.0,Wednesday 15:00,4,18,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,15:00,1,E:O1T67KSP57_W18
Moray House School of Education and Sport,EDUA11048,E:2ZGW1DSG6E,Lecture,50,125.0,Thursday 13:00,9,17,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,13:00,1,E:2ZGW1DSG6E_W17
Moray House School of Education and Sport,EDUA11048,E:2ZGW1DSG6E,Lecture,50,125.0,Thursday 13:00,9,10,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,13:00,1,E:2ZGW1DSG6E_W10
Moray House School of Education and Sport,EDUA11048,E:2ZGW1DSG6E,Lecture,50,125.0,Thursday 13:00,9,9,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,13:00,1,E:2ZGW1DSG6E_W9
Moray House School of Education and Sport,EDUA11048,E:2ZGW1DSG6E,Lecture,50,125.0,Thursday 13:00,9,12,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,13:00,1,E:2ZGW1DSG6E_W12
Moray House School of Education and Sport,EDUA11048,E:2ZGW1DSG6E,Lecture,50,125.0,Thursday 13:00,9,11,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,13:00,1,E:2ZGW1DSG6E_W11
Moray House School of Education and Sport,EDUA11048,E:2ZGW1DSG6E,Lecture,50,125.0,Thursday 13:00,9,18,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,13:00,1,E:2ZGW1DSG6E_W18
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57-00002,Lecture,50,125.0,Monday 12:00,9,13,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,12:00,1,E:O1T67KSP57-00002_W13
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57-00002,Lecture,50,125.0,Monday 12:00,9,14,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,12:00,1,E:O1T67KSP57-00002_W14
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57-00002,Lecture,50,125.0,Monday 12:00,9,17,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,12:00,1,E:O1T67KSP57-00002_W17
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57-00002,Lecture,50,125.0,Monday 12:00,9,10,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,12:00,1,E:O1T67KSP57-00002_W10
Moray House School of Education and Sport,REDU11010,E:PIN27ZMI9M,Lecture,110,125.0,Monday 15:00,5,10,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,15:00,2,E:PIN27ZMI9M_W10
Moray House School of Education and Sport,REDU11010,E:PIN27ZMI9M,Lecture,110,125.0,Monday 15:00,5,13,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,15:00,2,E:PIN27ZMI9M_W13
Moray House School of Education and Sport,REDU11010,E:PIN27ZMI9M,Lecture,110,125.0,Monday 15:00,5,9,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,15:00,2,E:PIN27ZMI9M_W9
Moray House School of Education and Sport,EDUA11248,E:QTZHB1YZMU-00005,Lecture,50,125.0,Monday 14:00,2,11,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,14:00,1,E:QTZHB1YZMU-00005_W11
Moray House School of Education and Sport,EDUA11248,E:QTZHB1YZMU-00005,Lecture,50,125.0,Monday 14:00,2,10,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,14:00,1,E:QTZHB1YZMU-00005_W10
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57-00002,Lecture,50,125.0,Monday 12:00,9,18,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,12:00,1,E:O1T67KSP57-00002_W18
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57,Lecture,50,125.0,Wednesday 15:00,4,9,0551_00_G1,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,15:00,1,E:O1T67KSP57_W9
Moray House School of Education and Sport,EDUA11048,E:2ZGW1DSG6E,Lecture,50,125.0,Thursday 13:00,9,13,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Thursday,13:00,1,E:2ZGW1DSG6E_W13
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57-00001,Lecture,50,125.0,Wednesday 15:00,3,32,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Wednesday,15:00,1,E:O1T67KSP57-00001_W32
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57-00001,Lecture,50,125.0,Wednesday 15:00,3,35,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Wednesday,15:00,1,E:O1T67KSP57-00001_W35
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57-00001,Lecture,50,125.0,Wednesday 15:00,3,36,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Wednesday,15:00,1,E:O1T67KSP57-00001_W36
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57-00002,Lecture,50,125.0,Monday 12:00,9,12,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,12:00,1,E:O1T67KSP57-00002_W12
Moray House School of Education and Sport,EDUA11419,E:O1T67KSP57-00002,Lecture,50,125.0,Monday 12:00,9,16,0591_-1_B1.11,Centrally Allocated Space,General Teaching,Outreach Centre,Holyrood,Monday,12:00,1,E:O1T67KSP57-00002_W16
Moray House School of Education and Sport,EDUA11442,E:N2B1W9AHAM-00002-00019,Lecture,50,120.0,Monday 13:00,1,11,0551_-1_LG34,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,13:00,1,E:N2B1W9AHAM-00002-00019_W11
Moray House School of Education and Sport,EDUA11442,E:N2B1W9AHAM-00002-00001,Lecture,30,120.0,Monday 09:00,1,35,0551_-1_LG34,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,09:00,1,E:N2B1W9AHAM-00002-00001_W35
