Session_ID,Event_ID,Event_Size,Original_Time,Assigned_Time,Assigned_Room,Assigned_Campus,Assigned_Capacity,Penalty,Status
E:TV62S8235W_W36,E:TV62S8235W,20.0,Tuesday 09:00,Tuesday 09:00,0103_01_1.B10,Central,20,0.0,Scheduled
E:TV62S8235W_W35,E:TV62S8235W,20.0,Tuesday 09:00,Tuesday 09:00,0103_01_1.B04,Central,20,0.0,Scheduled
E:KKTL6KVYDC_W11,E:KKTL6KVYDC,20.0,Wednesday 09:00,Wednesday 09:00,0103_01_1.B19,Central,20,0.0,Scheduled
E:I8UA2FZ3NM_W37,E:I8UA2FZ3NM,20.0,Thursday 10:00,Thursday 10:00,0201_00_G.05,Central,20,0.0,Scheduled
E:I8UA2FZ3NM_W36,E:I8UA2FZ3NM,20.0,Thursday 10:00,Thursday 10:00,0103_01_1.B19,Central,20,0.0,Scheduled
E:I8UA2FZ3NM_W35,E:I8UA2FZ3NM,20.0,Thursday 10:00,Thursday 10:00,0001_01_1.265,Central,22,2.0,Scheduled
E:I8UA2FZ3NM_W34,E:I8UA2FZ3NM,20.0,Thursday 10:00,Thursday 10:00,0201_01_1.01,Central,20,0.0,Scheduled
E:I8UA2FZ3NM_W33,E:I8UA2FZ3NM,20.0,Thursday 10:00,Thursday 10:00,0001_01_1.265,Central,22,2.0,Scheduled
E:I8UA2FZ3NM_W32,E:I8UA2FZ3NM,20.0,Thursday 10:00,Thursday 10:00,0001_01_1.265,Central,22,2.0,Scheduled
E:I8UA2FZ3NM_W31,E:I8UA2FZ3NM,20.0,Thursday 10:00,Thursday 10:00,0103_01_1.B04,Central,20,0.0,Scheduled
E:9O855BXTYW_W9,E:9O855BXTYW,20.0,Thursday 15:00,Thursday 15:00,0113_00_G.204,Central,20,0.0,Scheduled
E:IGRKDFXFMA_W30,E:IGRKDFXFMA,20.0,Tuesday 14:00,Monday 09:00,0112_-1_B.06,Central,25,1005.0,Scheduled
E:I8UA2FZ3NM_W30,E:I8UA2FZ3NM,20.0,Thursday 10:00,Thursday 10:00,0001_01_1.265,Central,22,2.0,Scheduled
E:I8UA2FZ3NM_W29,E:I8UA2FZ3NM,20.0,Thursday 10:00,Thursday 10:00,0201_01_1.01,Central,20,0.0,Scheduled
E:I8UA2FZ3NM_W28,E:I8UA2FZ3NM,20.0,Thursday 10:00,Thursday 10:00,0201_01_1.01,Central,20,0.0,Scheduled
E:I8UA2FZ3NM_W27,E:I8UA2FZ3NM,20.0,Thursday 10:00,Thursday 10:00,0201_01_1.01,Central,20,0.0,Scheduled
E:I8UA2FZ3NM_W26,E:I8UA2FZ3NM,20.0,Thursday 10:00,Thursday 10:00,0201_01_1.01,Central,20,0.0,Scheduled
E:YQHWFU8NFS_W30,E:YQHWFU8NFS,20.0,Monday 10:00,Monday 10:00,0228_11_11.10,Central,36,16.0,Scheduled
E:IGRKDFXFMA_W29,E:IGRKDFXFMA,20.0,Tuesday 14:00,Tuesday 14:00,0201_01_1.08,Central,307,287.0,Scheduled
E:IGRKDFXFMA_W28,E:IGRKDFXFMA,20.0,Tuesday 14:00,Tuesday 14:00,0001_01_1.266,Central,24,4.0,Scheduled
E:GUCRMU7XN3_W35,E:GUCRMU7XN3,20.0,Thursday 09:00,Thursday 09:00,0003_00_G.02,Central,24,4.0,Scheduled
E:GUCRMU7XN3_W34,E:GUCRMU7XN3,20.0,Thursday 09:00,Thursday 09:00,0113_00_G.204,Central,20,0.0,Scheduled
E:ZTE7WRLKS3_W19,E:ZTE7WRLKS3,20.0,Wednesday 14:00,Wednesday 14:00,0113_00_G.203,Central,20,0.0,Scheduled
E:YQHWFU8NFS_W26,E:YQHWFU8NFS,20.0,Monday 10:00,Monday 10:00,0251_01_1.02,Central,28,8.0,Scheduled
E:47UE7ZLVQ4_W13,E:47UE7ZLVQ4,20.0,Monday 10:00,Monday 12:00,0313_00_G.10,Central,36,1016.0,Scheduled
E:47UE7ZLVQ4_W12,E:47UE7ZLVQ4,20.0,Monday 10:00,Monday 14:00,0008_00_G.251,Central,24,1004.0,Scheduled
E:47UE7ZLVQ4_W11,E:47UE7ZLVQ4,20.0,Monday 10:00,Monday 16:00,0335_03_3.3,Central,40,1020.0,Scheduled
E:9O855BXTYW_W19,E:9O855BXTYW,20.0,Thursday 15:00,Thursday 15:00,0311_02_2.01,Central,22,2.0,Scheduled
E:9O855BXTYW_W18,E:9O855BXTYW,20.0,Thursday 15:00,Thursday 15:00,0001_01_1.266,Central,24,4.0,Scheduled
E:9O855BXTYW_W17,E:9O855BXTYW,20.0,Thursday 15:00,Thursday 15:00,0335_03_3.3,Central,40,20.0,Scheduled
E:9O855BXTYW_W16,E:9O855BXTYW,20.0,Thursday 15:00,Thursday 15:00,0003_00_G.02,Central,24,4.0,Scheduled
E:9O855BXTYW_W15,E:9O855BXTYW,20.0,Thursday 15:00,Thursday 15:00,0103_03_3.D02,Central,40,20.0,Scheduled
E:9O855BXTYW_W14,E:9O855BXTYW,20.0,Thursday 15:00,Thursday 15:00,0113_00_G.204,Central,20,0.0,Scheduled
E:9O855BXTYW_W13,E:9O855BXTYW,20.0,Thursday 15:00,Thursday 15:00,0228_06_6.11,Central,24,4.0,Scheduled
E:ZTE7WRLKS3_W18,E:ZTE7WRLKS3,20.0,Wednesday 14:00,Wednesday 14:00,0113_00_G.203,Central,20,0.0,Scheduled
E:9O855BXTYW_W12,E:9O855BXTYW,20.0,Thursday 15:00,Thursday 15:00,0003_01_1.02,Central,24,4.0,Scheduled
E:9O855BXTYW_W11,E:9O855BXTYW,20.0,Thursday 15:00,Thursday 15:00,0001_01_1.266,Central,24,4.0,Scheduled
E:9O855BXTYW_W10,E:9O855BXTYW,20.0,Thursday 15:00,Thursday 15:00,0003_01_1.02,Central,24,4.0,Scheduled
E:ZTE7WRLKS3_W17,E:ZTE7WRLKS3,20.0,Wednesday 14:00,Wednesday 14:00,0113_00_G.203,Central,20,0.0,Scheduled
E:ZTE7WRLKS3_W16,E:ZTE7WRLKS3,20.0,Wednesday 14:00,Wednesday 14:00,0113_00_G.203,Central,20,0.0,Scheduled
E:ZTE7WRLKS3_W15,E:ZTE7WRLKS3,20.0,Wednesday 14:00,Wednesday 14:00,0113_00_G.203,Central,20,0.0,Scheduled
E:ZTE7WRLKS3_W14,E:ZTE7WRLKS3,20.0,Wednesday 14:00,Wednesday 14:00,0103_01_1.B19,Central,20,0.0,Scheduled
E:GUCRMU7XN3_W33,E:GUCRMU7XN3,20.0,Thursday 09:00,Thursday 09:00,0228_09_9.18,Central,25,5.0,Scheduled
E:GUCRMU7XN3_W32,E:GUCRMU7XN3,20.0,Thursday 09:00,Thursday 09:00,0228_06_6.11,Central,24,4.0,Scheduled
E:GUCRMU7XN3_W30,E:GUCRMU7XN3,20.0,Thursday 09:00,Thursday 09:00,0003_00_G.02,Central,24,4.0,Scheduled
E:GUCRMU7XN3_W29,E:GUCRMU7XN3,20.0,Thursday 09:00,Thursday 09:00,0113_00_G.204,Central,20,0.0,Scheduled
E:GUCRMU7XN3_W28,E:GUCRMU7XN3,20.0,Thursday 09:00,Thursday 09:00,0001_01_1.265,Central,22,2.0,Scheduled
E:IGRKDFXFMA_W27,E:IGRKDFXFMA,20.0,Tuesday 14:00,Tuesday 14:00,0001_01_1.266,Central,24,4.0,Scheduled
E:XBBM73YO8N_W16,E:XBBM73YO8N,20.0,Monday 16:00,Monday 16:00,0008_00_G.251,Central,24,4.0,Scheduled
E:XBBM73YO8N_W15,E:XBBM73YO8N,20.0,Monday 16:00,Monday 16:00,0313_00_G.10,Central,36,16.0,Scheduled
E:XY3SBELAAL_W12,E:XY3SBELAAL,20.0,Monday 13:00,Monday 15:00,0226_01_1.02,Central,50,1030.0,Scheduled
E:XY3SBELAAL_W11,E:XY3SBELAAL,20.0,Monday 13:00,Monday 16:00,0335_02_2.2,Central,44,1024.0,Scheduled
E:XY3SBELAAL_W10,E:XY3SBELAAL,20.0,Monday 13:00,Monday 13:00,0311_02_2.01,Central,22,2.0,Scheduled
E:XY3SBELAAL_W9,E:XY3SBELAAL,20.0,Monday 13:00,Monday 13:00,0201_01_1.05,Central,20,0.0,Scheduled
E:XBBM73YO8N_W14,E:XBBM73YO8N,20.0,Monday 16:00,Monday 16:00,0228_07_7.18,Central,24,4.0,Scheduled
E:XBBM73YO8N_W13,E:XBBM73YO8N,20.0,Monday 16:00,Monday 16:00,0008_00_G.251,Central,24,4.0,Scheduled
E:XBBM73YO8N_W12,E:XBBM73YO8N,20.0,Monday 16:00,Monday 16:00,0209_02_2.37,Central,30,10.0,Scheduled
E:47UE7ZLVQ4_W16,E:47UE7ZLVQ4,20.0,Monday 10:00,Monday 10:00,0335_01_1.2,Central,44,24.0,Scheduled
E:47UE7ZLVQ4_W15,E:47UE7ZLVQ4,20.0,Monday 10:00,Monday 10:00,0201_01_1.08,Central,307,287.0,Scheduled
E:47UE7ZLVQ4_W14,E:47UE7ZLVQ4,20.0,Monday 10:00,Monday 10:00,0335_01_1.9,Central,32,12.0,Scheduled
E:XUNFD57M4F_W26,E:XUNFD57M4F,20.0,Tuesday 14:00,Monday 09:00,0201_02_2.07,Central,20,1000.0,Scheduled
E:XBBM73YO8N_W11,E:XBBM73YO8N,20.0,Monday 16:00,Monday 16:00,0008_02_2.403,Central,45,25.0,Scheduled
E:ZTE7WRLKS3_W13,E:ZTE7WRLKS3,20.0,Wednesday 14:00,Wednesday 14:00,0113_00_G.203,Central,20,0.0,Scheduled
E:ZTE7WRLKS3_W12,E:ZTE7WRLKS3,20.0,Wednesday 14:00,Wednesday 14:00,0113_00_G.203,Central,20,0.0,Scheduled
E:ZTE7WRLKS3_W11,E:ZTE7WRLKS3,20.0,Wednesday 14:00,Wednesday 14:00,0113_00_G.204,Central,20,0.0,Scheduled
E:ZTE7WRLKS3_W10,E:ZTE7WRLKS3,20.0,Wednesday 14:00,Wednesday 14:00,0201_00_G.05,Central,20,0.0,Scheduled
E:MNGQSJ2Q1F_W17,E:MNGQSJ2Q1F,20.0,Thursday 18:00,Thursday 18:00,0103_01_1.B10,Central,20,0.0,Scheduled
E:TAWUKVP8V2_W17,E:TAWUKVP8V2,20.0,Friday 15:00,Friday 15:00,0001_01_1.265,Central,22,2.0,Scheduled
E:TAWUKVP8V2_W15,E:TAWUKVP8V2,20.0,Friday 15:00,Friday 15:00,0228_07_7.18,Central,24,4.0,Scheduled
E:TAWUKVP8V2_W13,E:TAWUKVP8V2,20.0,Friday 15:00,Friday 15:00,0001_01_1.265,Central,22,2.0,Scheduled
E:TAWUKVP8V2_W12,E:TAWUKVP8V2,20.0,Friday 15:00,Friday 15:00,0113_00_G.204,Central,20,0.0,Scheduled
E:TAWUKVP8V2_W10,E:TAWUKVP8V2,20.0,Friday 15:00,Friday 15:00,0113_00_G.204,Central,20,0.0,Scheduled
E:TAWUKVP8V2_W9,E:TAWUKVP8V2,20.0,Friday 15:00,Friday 15:00,0201_01_1.01,Central,20,0.0,Scheduled
E:XIYDXDPMET_W37,E:XIYDXDPMET,20.0,Wednesday 11:00,Wednesday 11:00,0201_00_G.05,Central,20,0.0,Scheduled
E:XIYDXDPMET_W36,E:XIYDXDPMET,20.0,Wednesday 11:00,Wednesday 11:00,0113_01_1.42,Central,20,0.0,Scheduled
E:XIYDXDPMET_W35,E:XIYDXDPMET,20.0,Wednesday 11:00,Wednesday 11:00,0113_01_1.425,Central,260,240.0,Scheduled
E:XIYDXDPMET_W34,E:XIYDXDPMET,20.0,Wednesday 11:00,Wednesday 11:00,0201_01_1.01,Central,20,0.0,Scheduled
E:XIYDXDPMET_W33,E:XIYDXDPMET,20.0,Wednesday 11:00,Wednesday 11:00,0113_00_G.204,Central,20,0.0,Scheduled
E:XIYDXDPMET_W32,E:XIYDXDPMET,20.0,Wednesday 11:00,Wednesday 11:00,0201_01_1.01,Central,20,0.0,Scheduled
E:XIYDXDPMET_W30,E:XIYDXDPMET,20.0,Wednesday 11:00,Wednesday 11:00,0201_01_1.01,Central,20,0.0,Scheduled
E:XIYDXDPMET_W29,E:XIYDXDPMET,20.0,Wednesday 11:00,Wednesday 11:00,0228_06_6.11,Central,24,4.0,Scheduled
E:MNGQSJ2Q1F_W11,E:MNGQSJ2Q1F,20.0,Thursday 18:00,Thursday 18:00,0103_01_1.B10,Central,20,0.0,Scheduled
E:MNGQSJ2Q1F_W12,E:MNGQSJ2Q1F,20.0,Thursday 18:00,Thursday 18:00,0103_01_1.B10,Central,20,0.0,Scheduled
E:XY3SBELAAL_W18,E:XY3SBELAAL,20.0,Monday 13:00,Monday 13:00,0113_00_G.204,Central,20,0.0,Scheduled
E:XY3SBELAAL_W17,E:XY3SBELAAL,20.0,Monday 13:00,Monday 13:00,0219_00_G.02,Central,24,4.0,Scheduled
E:XY3SBELAAL_W16,E:XY3SBELAAL,20.0,Monday 13:00,Monday 13:00,0228_06_6.11,Central,24,4.0,Scheduled
E:ZTE7WRLKS3_W9,E:ZTE7WRLKS3,20.0,Wednesday 14:00,Wednesday 14:00,0201_00_G.05,Central,20,0.0,Scheduled
E:IGRKDFXFMA_W35,E:IGRKDFXFMA,20.0,Tuesday 14:00,Tuesday 14:00,0228_06_6.11,Central,24,4.0,Scheduled
E:IGRKDFXFMA_W34,E:IGRKDFXFMA,20.0,Tuesday 14:00,Tuesday 14:00,0201_00_G.07,Central,194,174.0,Scheduled
E:XUNFD57M4F_W33,E:XUNFD57M4F,20.0,Tuesday 14:00,Monday 09:00,0103_01_1.B04,Central,20,1000.0,Scheduled
E:XUNFD57M4F_W32,E:XUNFD57M4F,20.0,Tuesday 14:00,Monday 09:00,0113_00_G.203,Central,20,1000.0,Scheduled
E:XUNFD57M4F_W30,E:XUNFD57M4F,20.0,Tuesday 14:00,Monday 09:00,0228_09_9.18,Central,25,1005.0,Scheduled
E:XUNFD57M4F_W29,E:XUNFD57M4F,20.0,Tuesday 14:00,Monday 09:00,0003_00_G.02,Central,24,1004.0,Scheduled
E:XUNFD57M4F_W28,E:XUNFD57M4F,20.0,Tuesday 14:00,Monday 09:00,0335_05_5.1,Central,25,1005.0,Scheduled
E:XUNFD57M4F_W27,E:XUNFD57M4F,20.0,Tuesday 14:00,Monday 09:00,0219_00_G.02,Central,24,1004.0,Scheduled
E:XY3SBELAAL_W15,E:XY3SBELAAL,20.0,Monday 13:00,Monday 13:00,0219_00_G.02,Central,24,4.0,Scheduled
E:XY3SBELAAL_W14,E:XY3SBELAAL,20.0,Monday 13:00,Monday 13:00,0214_01_1.01,Central,20,0.0,Scheduled
E:XIYDXDPMET_W27,E:XIYDXDPMET,20.0,Wednesday 11:00,Wednesday 11:00,0208_00_G.8,Central,64,44.0,Scheduled
E:3IWYA9UJIN_W18,E:3IWYA9UJIN,19.0,Tuesday 12:00,Tuesday 12:00,0103_01_1.B19,Central,20,1.0,Scheduled
E:BE6XWN6O3Z_W17,E:BE6XWN6O3Z,19.0,Tuesday 11:00,Tuesday 11:00,0113_00_G.203,Central,20,1.0,Scheduled
E:BE6XWN6O3Z_W18,E:BE6XWN6O3Z,19.0,Tuesday 11:00,Tuesday 11:00,0103_01_1.B19,Central,20,1.0,Scheduled
E:BE6XWN6O3Z_W19,E:BE6XWN6O3Z,19.0,Tuesday 11:00,Tuesday 11:00,0103_01_1.B19,Central,20,1.0,Scheduled
E:C3DMNGFT38_W36,E:C3DMNGFT38,19.0,Thursday 12:00,Thursday 12:00,0113_00_G.203,Central,20,1.0,Scheduled
E:3IWYA9UJIN_W19,E:3IWYA9UJIN,19.0,Tuesday 12:00,Tuesday 12:00,0103_01_1.B19,Central,20,1.0,Scheduled
E:S3EEOX8XNK_W30,E:S3EEOX8XNK,19.0,Tuesday 10:00,Tuesday 10:00,0003_01_1.04,Central,19,0.0,Scheduled
E:3IWYA9UJIN_W14,E:3IWYA9UJIN,19.0,Tuesday 12:00,Tuesday 12:00,0103_01_1.B19,Central,20,1.0,Scheduled
E:3IWYA9UJIN_W15,E:3IWYA9UJIN,19.0,Tuesday 12:00,Tuesday 12:00,0103_01_1.B10,Central,20,1.0,Scheduled
E:S3EEOX8XNK_W32,E:S3EEOX8XNK,19.0,Tuesday 10:00,Tuesday 10:00,0003_01_1.04,Central,19,0.0,Scheduled
E:3IWYA9UJIN_W9,E:3IWYA9UJIN,19.0,Tuesday 12:00,Tuesday 12:00,0201_00_G.05,Central,20,1.0,Scheduled
E:C3DMNGFT38_W26,E:C3DMNGFT38,19.0,Thursday 12:00,Thursday 12:00,0103_01_1.B19,Central,20,1.0,Scheduled
E:S3EEOX8XNK_W33,E:S3EEOX8XNK,19.0,Tuesday 10:00,Tuesday 10:00,0003_01_1.04,Central,19,0.0,Scheduled
E:C3DMNGFT38_W28,E:C3DMNGFT38,19.0,Thursday 12:00,Thursday 12:00,0113_01_1.42,Central,20,1.0,Scheduled
E:C3DMNGFT38_W27,E:C3DMNGFT38,19.0,Thursday 12:00,Thursday 12:00,0201_00_G.05,Central,20,1.0,Scheduled
E:C3DMNGFT38_W35,E:C3DMNGFT38,19.0,Thursday 12:00,Thursday 12:00,0113_00_G.203,Central,20,1.0,Scheduled
E:C3DMNGFT38_W34,E:C3DMNGFT38,19.0,Thursday 12:00,Thursday 12:00,0113_00_G.203,Central,20,1.0,Scheduled
E:ZKIZRYJ2OI_W29,E:ZKIZRYJ2OI,19.0,Tuesday 11:00,Tuesday 11:00,0422_J_J.05,Central,60,41.0,Scheduled
E:ZKIZRYJ2OI_W30,E:ZKIZRYJ2OI,19.0,Tuesday 11:00,Monday 09:00,0003_01_1.04,Central,19,1000.0,Scheduled
E:ZKIZRYJ2OI_W32,E:ZKIZRYJ2OI,19.0,Tuesday 11:00,Tuesday 11:00,0311_02_2.01,Central,22,3.0,Scheduled
E:ZKIZRYJ2OI_W33,E:ZKIZRYJ2OI,19.0,Tuesday 11:00,Tuesday 11:00,0008_00_G.251,Central,24,5.0,Scheduled
E:C3DMNGFT38_W33,E:C3DMNGFT38,19.0,Thursday 12:00,Thursday 12:00,0228_11_11.18,Central,24,5.0,Scheduled
E:3IWYA9UJIN_W16,E:3IWYA9UJIN,19.0,Tuesday 12:00,Tuesday 12:00,0103_01_1.B19,Central,20,1.0,Scheduled
E:3IWYA9UJIN_W17,E:3IWYA9UJIN,19.0,Tuesday 12:00,Tuesday 12:00,0003_00_G.01,Central,20,1.0,Scheduled
E:3IWYA9UJIN_W10,E:3IWYA9UJIN,19.0,Tuesday 12:00,Tuesday 12:00,0113_01_1.42,Central,20,1.0,Scheduled
E:C3DMNGFT38_W30,E:C3DMNGFT38,19.0,Thursday 12:00,Thursday 12:00,0113_00_G.203,Central,20,1.0,Scheduled
E:QWH6EVAXGT_W10,E:QWH6EVAXGT,19.0,Tuesday 12:00,Tuesday 12:00,0201_00_G.05,Central,20,1.0,Scheduled
E:C3DMNGFT38_W29,E:C3DMNGFT38,19.0,Thursday 12:00,Thursday 12:00,0201_02_2.05,Central,24,5.0,Scheduled
E:S3EEOX8XNK_W36,E:S3EEOX8XNK,19.0,Tuesday 10:00,Tuesday 10:00,0003_01_1.04,Central,19,0.0,Scheduled
E:5KOLN5SI6A_W37,E:5KOLN5SI6A,19.0,Thursday 12:00,Thursday 12:00,0201_00_G.05,Central,20,1.0,Scheduled
E:3IWYA9UJIN_W13,E:3IWYA9UJIN,19.0,Tuesday 12:00,Tuesday 12:00,0103_01_1.B19,Central,20,1.0,Scheduled
E:S3EEOX8XNK_W35,E:S3EEOX8XNK,19.0,Tuesday 10:00,Tuesday 10:00,0003_01_1.04,Central,19,0.0,Scheduled
E:QWH6EVAXGT_W9,E:QWH6EVAXGT,19.0,Tuesday 12:00,Tuesday 12:00,0003_00_G.01,Central,20,1.0,Scheduled
E:J9N5TMJIKG_W27,E:J9N5TMJIKG,19.0,Tuesday 11:00,Tuesday 11:00,0422_J_J.05,Central,60,41.0,Scheduled
E:QWH6EVAXGT_W11,E:QWH6EVAXGT,19.0,Tuesday 12:00,Tuesday 12:00,0113_01_1.42,Central,20,1.0,Scheduled
E:QWH6EVAXGT_W19,E:QWH6EVAXGT,19.0,Tuesday 12:00,Tuesday 12:00,0003_00_G.01,Central,20,1.0,Scheduled
E:QWH6EVAXGT_W18,E:QWH6EVAXGT,19.0,Tuesday 12:00,Tuesday 12:00,0003_00_G.01,Central,20,1.0,Scheduled
E:ZKIZRYJ2OI_W36,E:ZKIZRYJ2OI,19.0,Tuesday 11:00,Tuesday 11:00,0113_00_G.204,Central,20,1.0,Scheduled
E:QWH6EVAXGT_W17,E:QWH6EVAXGT,19.0,Tuesday 12:00,Tuesday 12:00,0103_01_1.B04,Central,20,1.0,Scheduled
E:QWH6EVAXGT_W16,E:QWH6EVAXGT,19.0,Tuesday 12:00,Tuesday 12:00,0003_00_G.01,Central,20,1.0,Scheduled
E:QWH6EVAXGT_W15,E:QWH6EVAXGT,19.0,Tuesday 12:00,Tuesday 12:00,0003_00_G.01,Central,20,1.0,Scheduled
E:QWH6EVAXGT_W14,E:QWH6EVAXGT,19.0,Tuesday 12:00,Tuesday 12:00,0201_02_2.07,Central,20,1.0,Scheduled
E:QWH6EVAXGT_W13,E:QWH6EVAXGT,19.0,Tuesday 12:00,Tuesday 12:00,0003_00_G.01,Central,20,1.0,Scheduled
E:QWH6EVAXGT_W12,E:QWH6EVAXGT,19.0,Tuesday 12:00,Tuesday 12:00,0113_01_1.42,Central,20,1.0,Scheduled
E:S3EEOX8XNK_W27,E:S3EEOX8XNK,19.0,Tuesday 10:00,Tuesday 10:00,0201_01_1.01,Central,20,1.0,Scheduled
E:BE6XWN6O3Z_W9,E:BE6XWN6O3Z,19.0,Tuesday 11:00,Tuesday 11:00,0003_01_1.04,Central,19,0.0,Scheduled
E:BE6XWN6O3Z_W10,E:BE6XWN6O3Z,19.0,Tuesday 11:00,Tuesday 11:00,0003_01_1.04,Central,19,0.0,Scheduled
E:BE6XWN6O3Z_W11,E:BE6XWN6O3Z,19.0,Tuesday 11:00,Tuesday 11:00,0103_01_1.B10,Central,20,1.0,Scheduled
E:BE6XWN6O3Z_W12,E:BE6XWN6O3Z,19.0,Tuesday 11:00,Tuesday 11:00,0103_01_1.B10,Central,20,1.0,Scheduled
E:BE6XWN6O3Z_W13,E:BE6XWN6O3Z,19.0,Tuesday 11:00,Tuesday 11:00,0210_00_G.04,Central,139,120.0,Scheduled
E:BE6XWN6O3Z_W14,E:BE6XWN6O3Z,19.0,Tuesday 11:00,Tuesday 11:00,0003_01_1.04,Central,19,0.0,Scheduled
E:BE6XWN6O3Z_W15,E:BE6XWN6O3Z,19.0,Tuesday 11:00,Tuesday 11:00,0001_00_G.159,Central,108,89.0,Scheduled
E:BE6XWN6O3Z_W16,E:BE6XWN6O3Z,19.0,Tuesday 11:00,Tuesday 11:00,0008_00_G.251,Central,24,5.0,Scheduled
E:S3EEOX8XNK_W34,E:S3EEOX8XNK,19.0,Tuesday 10:00,Tuesday 10:00,0003_01_1.04,Central,19,0.0,Scheduled
E:S3EEOX8XNK_W29,E:S3EEOX8XNK,19.0,Tuesday 10:00,Tuesday 10:00,0003_01_1.04,Central,19,0.0,Scheduled
E:3IWYA9UJIN_W11,E:3IWYA9UJIN,19.0,Tuesday 12:00,Tuesday 12:00,0003_00_G.01,Central,20,1.0,Scheduled
E:ZKIZRYJ2OI_W34,E:ZKIZRYJ2OI,19.0,Tuesday 11:00,Tuesday 11:00,0311_02_2.01,Central,22,3.0,Scheduled
E:ZKIZRYJ2OI_W35,E:ZKIZRYJ2OI,19.0,Tuesday 11:00,Tuesday 11:00,0001_01_1.265,Central,22,3.0,Scheduled
E:3IWYA9UJIN_W12,E:3IWYA9UJIN,19.0,Tuesday 12:00,Tuesday 12:00,0003_00_G.01,Central,20,1.0,Scheduled
E:W52NVNDAD2_W19,E:W52NVNDAD2,18.0,Thursday 10:00,Thursday 10:00,0103_01_1.B04,Central,20,2.0,Scheduled
E:W52NVNDAD2_W9,E:W52NVNDAD2,18.0,Thursday 10:00,Thursday 10:00,0228_11_11.06,Central,18,0.0,Scheduled
E:W52NVNDAD2_W10,E:W52NVNDAD2,18.0,Thursday 10:00,Thursday 10:00,0228_11_11.06,Central,18,0.0,Scheduled
E:JTLUUTCOHU_W11,E:JTLUUTCOHU,18.0,Wednesday 11:00,Wednesday 11:00,0227_03_3.03,Central,18,0.0,Scheduled
E:JTLUUTCOHU_W12,E:JTLUUTCOHU,18.0,Wednesday 11:00,Wednesday 11:00,0228_11_11.06,Central,18,0.0,Scheduled
E:JTLUUTCOHU_W13,E:JTLUUTCOHU,18.0,Wednesday 11:00,Wednesday 11:00,0228_11_11.06,Central,18,0.0,Scheduled
E:W52NVNDAD2_W11,E:W52NVNDAD2,18.0,Thursday 10:00,Thursday 10:00,0228_11_11.06,Central,18,0.0,Scheduled
E:W52NVNDAD2_W12,E:W52NVNDAD2,18.0,Thursday 10:00,Thursday 10:00,0228_11_11.06,Central,18,0.0,Scheduled
E:W52NVNDAD2_W13,E:W52NVNDAD2,18.0,Thursday 10:00,Thursday 10:00,0228_11_11.06,Central,18,0.0,Scheduled
E:W52NVNDAD2_W14,E:W52NVNDAD2,18.0,Thursday 10:00,Thursday 10:00,0227_02_2.54,Central,18,0.0,Scheduled
E:W52NVNDAD2_W15,E:W52NVNDAD2,18.0,Thursday 10:00,Thursday 10:00,0228_07_7.01,Central,18,0.0,Scheduled
E:W52NVNDAD2_W16,E:W52NVNDAD2,18.0,Thursday 10:00,Thursday 10:00,0103_01_1.B10,Central,20,2.0,Scheduled
E:PL8HUUU9VA_W14,E:PL8HUUU9VA,18.0,Thursday 12:00,Thursday 12:00,0201_02_2.06,Central,18,0.0,Scheduled
E:W52NVNDAD2_W17,E:W52NVNDAD2,18.0,Thursday 10:00,Thursday 10:00,0001_01_1.265,Central,22,4.0,Scheduled
E:5P456TL7H1_W19,E:5P456TL7H1,18.0,Sunday 09:30,Sunday 09:30,0227_02_2.54,Central,18,0.0,Scheduled
E:JTLUUTCOHU_W14,E:JTLUUTCOHU,18.0,Wednesday 11:00,Wednesday 11:00,0227_02_2.54,Central,18,0.0,Scheduled
E:JTLUUTCOHU_W15,E:JTLUUTCOHU,18.0,Wednesday 11:00,Wednesday 11:00,0201_00_G.07,Central,194,176.0,Scheduled
E:JTLUUTCOHU_W16,E:JTLUUTCOHU,18.0,Wednesday 11:00,Wednesday 11:00,0201_00_G.06,Central,193,175.0,Scheduled
E:JTLUUTCOHU_W17,E:JTLUUTCOHU,18.0,Wednesday 11:00,Wednesday 11:00,0201_01_1.08,Central,307,289.0,Scheduled
E:JTLUUTCOHU_W18,E:JTLUUTCOHU,18.0,Wednesday 11:00,Monday 09:00,0227_03_3.54,Central,18,1000.0,Scheduled
E:OB928TDXOH_W9,E:OB928TDXOH,18.0,Thursday 10:00,Thursday 10:00,0228_07_7.01,Central,18,0.0,Scheduled
E:OB928TDXOH_W10,E:OB928TDXOH,18.0,Thursday 10:00,Thursday 10:00,0103_01_1.B19,Central,20,2.0,Scheduled
E:OB928TDXOH_W11,E:OB928TDXOH,18.0,Thursday 10:00,Thursday 10:00,0103_03_3.D02,Central,40,22.0,Scheduled
E:OB928TDXOH_W12,E:OB928TDXOH,18.0,Thursday 10:00,Thursday 10:00,0201_02_2.07,Central,20,2.0,Scheduled
E:OB928TDXOH_W13,E:OB928TDXOH,18.0,Thursday 10:00,Thursday 10:00,0300_00_NG.01,Central,36,18.0,Scheduled
E:OB928TDXOH_W14,E:OB928TDXOH,18.0,Thursday 10:00,Thursday 10:00,0227_03_3.03,Central,18,0.0,Scheduled
E:OB928TDXOH_W15,E:OB928TDXOH,18.0,Thursday 10:00,Thursday 10:00,0251_01_1.02,Central,28,10.0,Scheduled
