Session_ID,Event_ID,Event_Size,Original_Time,Assigned_Time,Assigned_Room,Assigned_Campus,Assigned_Capacity,Penalty,Status
E:T55NS8FLFY-2_W18,E:T55NS8FLFY-2,400.0,Friday 12:00,Friday 12:00,0225_02_2.201,Central,458,58.0,Scheduled
E:VNAV27EOUZ_W19,E:VNAV27EOUZ,250.0,Thursday 14:00,Thursday 14:00,0227_00_G.03,Central,255,5.0,Scheduled
E:VOC1A7PEUG_W17,E:VOC1A7PEUG,250.0,Thursday 14:00,Thursday 14:00,0201_01_1.06,Central,300,50.0,Scheduled
E:VOC1A7PEUG_W18,E:VOC1A7PEUG,250.0,Thursday 14:00,Thursday 14:00,0201_01_1.06,Central,300,50.0,Scheduled
E:VOC1A7PEUG_W16,E:VOC1A7PEUG,250.0,Thursday 14:00,Thursday 14:00,0201_01_1.06,Central,300,50.0,Scheduled
E:A8WBX1V568_W16,E:A8WBX1V568,243.0,Thursday 10:00,Thursday 10:00,0229_01_1.B,Central,250,7.0,Scheduled
E:A8WBX1V568_W18,E:A8WBX1V568,243.0,Thursday 10:00,Thursday 10:00,0201_01_1.06,Central,300,57.0,Scheduled
E:MLIJMHK2HR-00005_W29,E:MLIJMHK2HR-00005,240.0,Wednesday 15:00,Wednesday 15:00,0229_01_1.B,Central,250,10.0,Scheduled
E:MLIJMHK2HR-00005_W32,E:MLIJMHK2HR-00005,240.0,Wednesday 15:00,Wednesday 15:00,0229_01_1.B,Central,250,10.0,Scheduled
E:MLIJMHK2HR-00005_W30,E:MLIJMHK2HR-00005,240.0,Wednesday 15:00,Wednesday 15:00,0229_01_1.C,Central,250,10.0,Scheduled
E:F8VJQYNJ9B_W19,E:F8VJQYNJ9B,240.0,Sunday 09:30,Sunday 09:30,0229_01_1.B,Central,250,10.0,Scheduled
E:F8VJQYNJ9B-00001_W19,E:F8VJQYNJ9B-00001,240.0,Friday 14:00,Friday 14:00,0113_01_1.425,Central,260,20.0,Scheduled
E:F8VJQYNJ9B-00002_W19,E:F8VJQYNJ9B-00002,240.0,Saturday 00:00,Saturday 00:00,0229_01_1.B,Central,250,10.0,Scheduled
E:F8VJQYNJ9B-00003_W19,E:F8VJQYNJ9B-00003,240.0,Sunday 00:00,Sunday 00:00,0229_01_1.C,Central,250,10.0,Scheduled
E:MLIJMHK2HR-00005_W36,E:MLIJMHK2HR-00005,240.0,Wednesday 15:00,Wednesday 15:00,0229_01_1.B,Central,250,10.0,Scheduled
E:MLIJMHK2HR-00005_W35,E:MLIJMHK2HR-00005,240.0,Wednesday 15:00,Wednesday 15:00,0229_01_1.B,Central,250,10.0,Scheduled
E:MOWVPQJU8B_W15,E:MOWVPQJU8B,225.0,Wednesday 15:00,Wednesday 15:00,0229_01_1.B,Central,250,25.0,Scheduled
E:D5IEITO3BH_W18,E:D5IEITO3BH,225.0,Wednesday 15:00,Wednesday 15:00,0229_01_1.B,Central,250,25.0,Scheduled
E:I7E65UWTFQ_W14,E:I7E65UWTFQ,200.0,Thursday 09:00,Thursday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:89KZDKRDHK_W12,E:89KZDKRDHK,200.0,Thursday 09:00,Thursday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:89KZDKRDHK_W11,E:89KZDKRDHK,200.0,Thursday 09:00,Thursday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:89KZDKRDHK_W10,E:89KZDKRDHK,200.0,Thursday 09:00,Thursday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:89KZDKRDHK_W6,E:89KZDKRDHK,200.0,Thursday 09:00,Thursday 09:00,0113_00_G.152,Central,200,0.0,Scheduled
E:89KZDKRDHK_W9,E:89KZDKRDHK,200.0,Thursday 09:00,Thursday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:YIR1TE6ZU2_W9,E:YIR1TE6ZU2,200.0,Monday 09:00,Monday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:GUTB4ZJ4VA_W15,E:GUTB4ZJ4VA,200.0,Monday 10:00,Monday 10:00,0201_01_1.06,Central,300,100.0,Scheduled
E:6TIMUORHUB_W9,E:6TIMUORHUB,200.0,Thursday 14:00,Thursday 14:00,0201_01_1.06,Central,300,100.0,Scheduled
E:GUTB4ZJ4VA_W11,E:GUTB4ZJ4VA,200.0,Monday 10:00,Monday 10:00,0201_01_1.06,Central,300,100.0,Scheduled
E:GUTB4ZJ4VA_W16,E:GUTB4ZJ4VA,200.0,Monday 10:00,Monday 10:00,0201_01_1.06,Central,300,100.0,Scheduled
E:61LY4VACOD-00001-00005_W35,E:61LY4VACOD-00001-00005,200.0,Tuesday 18:30,Tuesday 18:30,0113_00_G.152,Central,200,0.0,Scheduled
E:FVCKMHBOS5_W19,E:FVCKMHBOS5,200.0,Monday 09:00,Monday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:61LY4VACOD_W36,E:61LY4VACOD,200.0,Tuesday 13:00,Tuesday 13:00,0201_01_1.06,Central,300,100.0,Scheduled
E:YIR1TE6ZU2_W14,E:YIR1TE6ZU2,200.0,Monday 09:00,Monday 09:00,0229_01_1.B,Central,250,50.0,Scheduled
E:GUTB4ZJ4VA_W18,E:GUTB4ZJ4VA,200.0,Monday 10:00,Monday 10:00,0201_01_1.06,Central,300,100.0,Scheduled
E:GUTB4ZJ4VA_W17,E:GUTB4ZJ4VA,200.0,Monday 10:00,Monday 10:00,0201_01_1.06,Central,300,100.0,Scheduled
E:GUTB4ZJ4VA_W9,E:GUTB4ZJ4VA,200.0,Monday 10:00,Monday 10:00,0201_01_1.06,Central,300,100.0,Scheduled
E:GUTB4ZJ4VA_W12,E:GUTB4ZJ4VA,200.0,Monday 10:00,Monday 10:00,0201_01_1.06,Central,300,100.0,Scheduled
E:GUTB4ZJ4VA_W10,E:GUTB4ZJ4VA,200.0,Monday 10:00,Monday 10:00,0201_01_1.06,Central,300,100.0,Scheduled
E:GUTB4ZJ4VA_W13,E:GUTB4ZJ4VA,200.0,Monday 10:00,Monday 10:00,0201_01_1.06,Central,300,100.0,Scheduled
E:YIR1TE6ZU2_W17,E:YIR1TE6ZU2,200.0,Monday 09:00,Monday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:YIR1TE6ZU2_W18,E:YIR1TE6ZU2,200.0,Monday 09:00,Monday 09:00,0227_00_G.03,Central,255,55.0,Scheduled
E:YIR1TE6ZU2_W16,E:YIR1TE6ZU2,200.0,Monday 09:00,Monday 09:00,0227_00_G.03,Central,255,55.0,Scheduled
E:89KZDKRDHK-00001_W35,E:89KZDKRDHK-00001,200.0,Thursday 09:00,Thursday 09:00,0113_01_1.425,Central,260,60.0,Scheduled
E:89KZDKRDHK-00001_W36,E:89KZDKRDHK-00001,200.0,Thursday 09:00,Thursday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:89KZDKRDHK-00001_W37,E:89KZDKRDHK-00001,200.0,Thursday 09:00,Thursday 09:00,0113_00_G.152,Central,200,0.0,Scheduled
E:GUTB4ZJ4VA_W14,E:GUTB4ZJ4VA,200.0,Monday 10:00,Monday 10:00,0201_01_1.06,Central,300,100.0,Scheduled
E:YIR1TE6ZU2_W11,E:YIR1TE6ZU2,200.0,Monday 09:00,Monday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:YIR1TE6ZU2_W13,E:YIR1TE6ZU2,200.0,Monday 09:00,Monday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:YIR1TE6ZU2_W10,E:YIR1TE6ZU2,200.0,Monday 09:00,Monday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:89KZDKRDHK-00001_W27,E:89KZDKRDHK-00001,200.0,Thursday 09:00,Thursday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:89KZDKRDHK-00001_W25,E:89KZDKRDHK-00001,200.0,Thursday 09:00,Thursday 09:00,0113_00_G.152,Central,200,0.0,Scheduled
E:YIR1TE6ZU2_W15,E:YIR1TE6ZU2,200.0,Monday 09:00,Monday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:YIR1TE6ZU2_W12,E:YIR1TE6ZU2,200.0,Monday 09:00,Monday 09:00,0201_01_1.06,Central,300,100.0,Scheduled
E:KQZQ5NAAWV_W34,E:KQZQ5NAAWV,180.0,Tuesday 10:00,Tuesday 10:00,0201_00_G.08,Central,193,13.0,Scheduled
E:KQZQ5NAAWV_W36,E:KQZQ5NAAWV,180.0,Tuesday 10:00,Tuesday 10:00,0201_00_G.08,Central,193,13.0,Scheduled
E:KQZQ5NAAWV_W27,E:KQZQ5NAAWV,180.0,Tuesday 10:00,Tuesday 10:00,0201_00_G.08,Central,193,13.0,Scheduled
E:C99SMN1JBC_W17,E:C99SMN1JBC,180.0,Tuesday 13:00,Tuesday 13:00,0201_00_G.08,Central,193,13.0,Scheduled
E:C99SMN1JBC_W18,E:C99SMN1JBC,180.0,Tuesday 13:00,Tuesday 13:00,0201_00_G.08,Central,193,13.0,Scheduled
E:C99SMN1JBC-00001_W27,E:C99SMN1JBC-00001,180.0,Wednesday 12:00,Wednesday 12:00,0201_00_G.08,Central,193,13.0,Scheduled
E:KQZQ5NAAWV_W37,E:KQZQ5NAAWV,180.0,Tuesday 10:00,Tuesday 10:00,0201_00_G.08,Central,193,13.0,Scheduled
E:KQZQ5NAAWV_W32,E:KQZQ5NAAWV,180.0,Tuesday 10:00,Tuesday 10:00,0201_00_G.08,Central,193,13.0,Scheduled
E:C99SMN1JBC_W19,E:C99SMN1JBC,180.0,Tuesday 13:00,Tuesday 13:00,0201_00_G.08,Central,193,13.0,Scheduled
E:KQZQ5NAAWV_W29,E:KQZQ5NAAWV,180.0,Tuesday 10:00,Tuesday 10:00,0201_00_G.08,Central,193,13.0,Scheduled
E:MS529ZZJSY_W36,E:MS529ZZJSY,160.0,Friday 11:00,Friday 11:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY_W28,E:MS529ZZJSY,160.0,Friday 11:00,Friday 11:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY_W30,E:MS529ZZJSY,160.0,Friday 11:00,Friday 11:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY-00001_W33,E:MS529ZZJSY-00001,160.0,Monday 15:00,Monday 15:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY-00001_W34,E:MS529ZZJSY-00001,160.0,Monday 15:00,Monday 15:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY-00001_W30,E:MS529ZZJSY-00001,160.0,Monday 15:00,Monday 15:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY-00001_W32,E:MS529ZZJSY-00001,160.0,Monday 15:00,Monday 15:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY-00001_W28,E:MS529ZZJSY-00001,160.0,Monday 15:00,Monday 15:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY_W37,E:MS529ZZJSY,160.0,Friday 11:00,Friday 11:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY_W32,E:MS529ZZJSY,160.0,Friday 11:00,Friday 11:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY_W26,E:MS529ZZJSY,160.0,Friday 11:00,Friday 11:00,0201_00_G.08,Central,193,33.0,Scheduled
E:MS529ZZJSY-00001_W29,E:MS529ZZJSY-00001,160.0,Monday 15:00,Monday 15:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY_W27,E:MS529ZZJSY,160.0,Friday 11:00,Friday 11:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY_W29,E:MS529ZZJSY,160.0,Friday 11:00,Friday 11:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY-00001_W36,E:MS529ZZJSY-00001,160.0,Monday 15:00,Monday 15:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY-00001_W35,E:MS529ZZJSY-00001,160.0,Monday 15:00,Monday 15:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY-00001_W37,E:MS529ZZJSY-00001,160.0,Monday 15:00,Monday 15:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY-00001_W26,E:MS529ZZJSY-00001,160.0,Monday 15:00,Monday 15:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY_W33,E:MS529ZZJSY,160.0,Friday 11:00,Friday 11:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY_W34,E:MS529ZZJSY,160.0,Friday 11:00,Friday 11:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY_W35,E:MS529ZZJSY,160.0,Friday 11:00,Friday 11:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:MS529ZZJSY-00001_W27,E:MS529ZZJSY-00001,160.0,Monday 15:00,Monday 15:00,0005_-1_B.01,Central,164,4.0,Scheduled
E:9G2K3GEPX8_W33,E:9G2K3GEPX8,150.0,Tuesday 15:00,Tuesday 15:00,0005_-1_B.01,Central,164,14.0,Scheduled
E:9G2K3GEPX8_W35,E:9G2K3GEPX8,150.0,Tuesday 15:00,Tuesday 15:00,0005_-1_B.01,Central,164,14.0,Scheduled
E:9G2K3GEPX8_W34,E:9G2K3GEPX8,150.0,Tuesday 15:00,Tuesday 15:00,0005_-1_B.01,Central,164,14.0,Scheduled
E:7T228VUIHY-00001_W9,E:7T228VUIHY-00001,150.0,Friday 13:00,Friday 13:00,0001_01_1.264,Central,150,0.0,Scheduled
E:9G2K3GEPX8_W30,E:9G2K3GEPX8,150.0,Tuesday 15:00,Tuesday 15:00,0005_-1_B.01,Central,164,14.0,Scheduled
E:9G2K3GEPX8_W29,E:9G2K3GEPX8,150.0,Tuesday 15:00,Tuesday 15:00,0005_-1_B.01,Central,164,14.0,Scheduled
E:9G2K3GEPX8_W32,E:9G2K3GEPX8,150.0,Tuesday 15:00,Tuesday 15:00,0005_-1_B.01,Central,164,14.0,Scheduled
E:7T228VUIHY-00001_W13,E:7T228VUIHY-00001,150.0,Friday 13:00,Friday 13:00,0001_01_1.264,Central,150,0.0,Scheduled
E:7T228VUIHY-00001_W15,E:7T228VUIHY-00001,150.0,Friday 13:00,Friday 13:00,0001_01_1.264,Central,150,0.0,Scheduled
E:7T228VUIHY-00001_W16,E:7T228VUIHY-00001,150.0,Friday 13:00,Friday 13:00,0001_01_1.264,Central,150,0.0,Scheduled
E:7T228VUIHY-00001_W17,E:7T228VUIHY-00001,150.0,Friday 13:00,Friday 13:00,0001_01_1.264,Central,150,0.0,Scheduled
E:7T228VUIHY-00001_W18,E:7T228VUIHY-00001,150.0,Friday 13:00,Friday 13:00,0001_01_1.264,Central,150,0.0,Scheduled
E:7T228VUIHY-00001_W11,E:7T228VUIHY-00001,150.0,Friday 13:00,Friday 13:00,0001_01_1.264,Central,150,0.0,Scheduled
E:7T228VUIHY-00001_W12,E:7T228VUIHY-00001,150.0,Friday 13:00,Friday 13:00,0001_01_1.264,Central,150,0.0,Scheduled
E:7T228VUIHY-00001_W10,E:7T228VUIHY-00001,150.0,Friday 13:00,Friday 13:00,0001_01_1.264,Central,150,0.0,Scheduled
E:9G2K3GEPX8_W36,E:9G2K3GEPX8,150.0,Tuesday 15:00,Tuesday 15:00,0005_-1_B.01,Central,164,14.0,Scheduled
E:9G2K3GEPX8_W27,E:9G2K3GEPX8,150.0,Tuesday 15:00,Tuesday 15:00,0005_-1_B.01,Central,164,14.0,Scheduled
E:9G2K3GEPX8_W26,E:9G2K3GEPX8,150.0,Tuesday 15:00,Tuesday 15:00,0005_-1_B.01,Central,164,14.0,Scheduled
E:9G2K3GEPX8_W28,E:9G2K3GEPX8,150.0,Tuesday 15:00,Tuesday 15:00,0005_-1_B.01,Central,164,14.0,Scheduled
E:6OHY8WTUDV_W28,E:6OHY8WTUDV,150.0,Wednesday 11:00,Wednesday 11:00,0201_00_G.08,Central,193,43.0,Scheduled
E:6OHY8WTUDV_W32,E:6OHY8WTUDV,150.0,Wednesday 11:00,Wednesday 11:00,0201_00_G.08,Central,193,43.0,Scheduled
E:6OHY8WTUDV_W30,E:6OHY8WTUDV,150.0,Wednesday 11:00,Wednesday 11:00,0201_00_G.08,Central,193,43.0,Scheduled
E:6OHY8WTUDV_W29,E:6OHY8WTUDV,150.0,Wednesday 11:00,Wednesday 11:00,0201_00_G.08,Central,193,43.0,Scheduled
E:6OHY8WTUDV_W33,E:6OHY8WTUDV,150.0,Wednesday 11:00,Wednesday 11:00,0201_00_G.08,Central,193,43.0,Scheduled
E:6OHY8WTUDV_W36,E:6OHY8WTUDV,150.0,Wednesday 11:00,Wednesday 11:00,0201_00_G.08,Central,193,43.0,Scheduled
E:6OHY8WTUDV_W35,E:6OHY8WTUDV,150.0,Wednesday 11:00,Wednesday 11:00,0201_00_G.08,Central,193,43.0,Scheduled
E:6OHY8WTUDV_W34,E:6OHY8WTUDV,150.0,Wednesday 11:00,Wednesday 11:00,0201_00_G.08,Central,193,43.0,Scheduled
E:7T228VUIHY_W9,E:7T228VUIHY,150.0,Tuesday 14:00,Tuesday 14:00,0201_00_G.08,Central,193,43.0,Scheduled
E:7T228VUIHY_W10,E:7T228VUIHY,150.0,Tuesday 14:00,Tuesday 14:00,0201_00_G.08,Central,193,43.0,Scheduled
E:7T228VUIHY_W11,E:7T228VUIHY,150.0,Tuesday 14:00,Tuesday 14:00,0201_00_G.08,Central,193,43.0,Scheduled
E:7T228VUIHY_W12,E:7T228VUIHY,150.0,Tuesday 14:00,Tuesday 14:00,0201_00_G.08,Central,193,43.0,Scheduled
E:7T228VUIHY_W17,E:7T228VUIHY,150.0,Tuesday 14:00,Tuesday 14:00,0201_00_G.08,Central,193,43.0,Scheduled
E:7T228VUIHY_W16,E:7T228VUIHY,150.0,Tuesday 14:00,Tuesday 14:00,0201_00_G.08,Central,193,43.0,Scheduled
E:7T228VUIHY_W15,E:7T228VUIHY,150.0,Tuesday 14:00,Tuesday 14:00,0201_00_G.08,Central,193,43.0,Scheduled
E:6OHY8WTUDV_W26,E:6OHY8WTUDV,150.0,Wednesday 11:00,Wednesday 11:00,0201_00_G.08,Central,193,43.0,Scheduled
E:6OHY8WTUDV_W27,E:6OHY8WTUDV,150.0,Wednesday 11:00,Wednesday 11:00,0201_00_G.08,Central,193,43.0,Scheduled
E:64OGW5AU7P_W17,E:64OGW5AU7P,150.0,Tuesday 16:00,Tuesday 16:00,0201_00_G.08,Central,193,43.0,Scheduled
E:64OGW5AU7P_W16,E:64OGW5AU7P,150.0,Tuesday 16:00,Tuesday 16:00,0201_00_G.08,Central,193,43.0,Scheduled
E:64OGW5AU7P_W14,E:64OGW5AU7P,150.0,Tuesday 16:00,Tuesday 16:00,0113_00_G.07,Central,170,20.0,Scheduled
E:64OGW5AU7P_W13,E:64OGW5AU7P,150.0,Tuesday 16:00,Tuesday 16:00,0001_01_1.264,Central,150,0.0,Scheduled
E:64OGW5AU7P_W18,E:64OGW5AU7P,150.0,Tuesday 16:00,Tuesday 16:00,0201_00_G.08,Central,193,43.0,Scheduled
E:64OGW5AU7P_W10,E:64OGW5AU7P,150.0,Tuesday 16:00,Tuesday 16:00,0201_00_G.08,Central,193,43.0,Scheduled
E:64OGW5AU7P_W11,E:64OGW5AU7P,150.0,Tuesday 16:00,Tuesday 16:00,0201_00_G.08,Central,193,43.0,Scheduled
E:64OGW5AU7P_W12,E:64OGW5AU7P,150.0,Tuesday 16:00,Tuesday 16:00,0201_00_G.08,Central,193,43.0,Scheduled
E:64OGW5AU7P_W9,E:64OGW5AU7P,150.0,Tuesday 16:00,Tuesday 16:00,0201_00_G.08,Central,193,43.0,Scheduled
E:7T228VUIHY_W18,E:7T228VUIHY,150.0,Tuesday 14:00,Tuesday 14:00,0201_00_G.08,Central,193,43.0,Scheduled
E:7T228VUIHY_W19,E:7T228VUIHY,150.0,Tuesday 14:00,Tuesday 14:00,0201_00_G.08,Central,193,43.0,Scheduled
E:7T228VUIHY_W13,E:7T228VUIHY,150.0,Tuesday 14:00,Tuesday 14:00,0201_00_G.08,Central,193,43.0,Scheduled
E:7T228VUIHY_W14,E:7T228VUIHY,150.0,Tuesday 14:00,Tuesday 14:00,0001_01_1.264,Central,150,0.0,Scheduled
E:67Z3N6MS29_W17,E:67Z3N6MS29,150.0,Thursday 16:00,Thursday 16:00,0001_01_1.264,Central,150,0.0,Scheduled
E:67Z3N6MS29_W18,E:67Z3N6MS29,150.0,Thursday 16:00,Thursday 16:00,0001_01_1.264,Central,150,0.0,Scheduled
E:67Z3N6MS29_W13,E:67Z3N6MS29,150.0,Thursday 16:00,Thursday 16:00,0001_01_1.264,Central,150,0.0,Scheduled
E:67Z3N6MS29_W11,E:67Z3N6MS29,150.0,Thursday 16:00,Thursday 16:00,0001_01_1.264,Central,150,0.0,Scheduled
E:67Z3N6MS29_W10,E:67Z3N6MS29,150.0,Thursday 16:00,Thursday 16:00,0001_01_1.264,Central,150,0.0,Scheduled
E:RKQS1A291D_W18,E:RKQS1A291D,150.0,Friday 14:00,Friday 14:00,0001_01_1.264,Central,150,0.0,Scheduled
E:LOP8N5B9IL_W32,E:LOP8N5B9IL,150.0,Tuesday 09:00,Tuesday 09:00,0201_00_G.08,Central,193,43.0,Scheduled
E:LOP8N5B9IL_W35,E:LOP8N5B9IL,150.0,Tuesday 09:00,Tuesday 09:00,0001_01_1.264,Central,150,0.0,Scheduled
E:67Z3N6MS29_W9,E:67Z3N6MS29,150.0,Thursday 16:00,Thursday 16:00,0001_01_1.264,Central,150,0.0,Scheduled
E:LOP8N5B9IL_W33,E:LOP8N5B9IL,150.0,Tuesday 09:00,Tuesday 09:00,0201_00_G.08,Central,193,43.0,Scheduled
E:LOP8N5B9IL_W34,E:LOP8N5B9IL,150.0,Tuesday 09:00,Tuesday 09:00,0201_00_G.08,Central,193,43.0,Scheduled
E:67Z3N6MS29_W16,E:67Z3N6MS29,150.0,Thursday 16:00,Thursday 16:00,0001_01_1.264,Central,150,0.0,Scheduled
E:67Z3N6MS29_W14,E:67Z3N6MS29,150.0,Thursday 16:00,Thursday 16:00,0001_01_1.264,Central,150,0.0,Scheduled
E:67Z3N6MS29_W12,E:67Z3N6MS29,150.0,Thursday 16:00,Thursday 16:00,0001_01_1.264,Central,150,0.0,Scheduled
E:UE45NXMCNP_W18,E:UE45NXMCNP,150.0,Wednesday 10:00,Wednesday 10:00,0201_00_G.08,Central,193,43.0,Scheduled
E:UE45NXMCNP_W9,E:UE45NXMCNP,150.0,Wednesday 10:00,Wednesday 10:00,0201_00_G.08,Central,193,43.0,Scheduled
E:UE45NXMCNP_W10,E:UE45NXMCNP,150.0,Wednesday 10:00,Wednesday 10:00,0001_01_1.264,Central,150,0.0,Scheduled
E:UE45NXMCNP_W12,E:UE45NXMCNP,150.0,Wednesday 10:00,Wednesday 10:00,0001_01_1.264,Central,150,0.0,Scheduled
E:UE45NXMCNP_W17,E:UE45NXMCNP,150.0,Wednesday 10:00,Wednesday 10:00,0001_01_1.264,Central,150,0.0,Scheduled
E:WTWPEH73PQ_W16,E:WTWPEH73PQ,145.0,Friday 12:00,Friday 12:00,0226_00_GF.14,Central,147,2.0,Scheduled
E:OIH3VVYAZR_W17,E:OIH3VVYAZR,140.0,Tuesday 11:00,Tuesday 11:00,0226_00_GF.14,Central,147,7.0,Scheduled
E:J11H43IEC4_W16,E:J11H43IEC4,140.0,Tuesday 09:00,Tuesday 09:00,0001_01_1.264,Central,150,10.0,Scheduled
E:P76VIAVDAJ_W11,E:P76VIAVDAJ,140.0,Wednesday 10:00,Wednesday 10:00,0201_00_G.08,Central,193,53.0,Scheduled
E:PIN27ZMI9M_W9,E:PIN27ZMI9M,125.0,Monday 15:00,Monday 15:00,0201_00_G.08,Central,193,68.0,Scheduled
E:PIN27ZMI9M_W13,E:PIN27ZMI9M,125.0,Monday 15:00,Monday 15:00,0201_00_G.08,Central,193,68.0,Scheduled
E:PIN27ZMI9M_W10,E:PIN27ZMI9M,125.0,Monday 15:00,Monday 15:00,0005_-1_B.01,Central,164,39.0,Scheduled
E:PIN27ZMI9M_W12,E:PIN27ZMI9M,125.0,Monday 15:00,Monday 15:00,0005_-1_B.01,Central,164,39.0,Scheduled
E:PIN27ZMI9M_W11,E:PIN27ZMI9M,125.0,Monday 15:00,Monday 15:00,0450_02_2.35,Central,128,3.0,Scheduled
E:O1T67KSP57-00002_W10,E:O1T67KSP57-00002,125.0,Monday 12:00,Monday 12:00,0210_00_G.04,Central,139,14.0,Scheduled
E:O1T67KSP57-00002_W17,E:O1T67KSP57-00002,125.0,Monday 12:00,Monday 12:00,0450_02_2.35,Central,128,3.0,Scheduled
E:O1T67KSP57-00002_W14,E:O1T67KSP57-00002,125.0,Monday 12:00,Monday 12:00,0450_02_2.35,Central,128,3.0,Scheduled
E:O1T67KSP57-00002_W16,E:O1T67KSP57-00002,125.0,Monday 12:00,Monday 12:00,0450_02_2.35,Central,128,3.0,Scheduled
E:O1T67KSP57-00002_W12,E:O1T67KSP57-00002,125.0,Monday 12:00,Monday 12:00,0450_02_2.35,Central,128,3.0,Scheduled
E:O1T67KSP57-00001_W36,E:O1T67KSP57-00001,125.0,Wednesday 15:00,Wednesday 15:00,0450_02_2.35,Central,128,3.0,Scheduled
E:O1T67KSP57-00001_W35,E:O1T67KSP57-00001,125.0,Wednesday 15:00,Wednesday 15:00,0450_02_2.35,Central,128,3.0,Scheduled
E:O1T67KSP57-00001_W32,E:O1T67KSP57-00001,125.0,Wednesday 15:00,Wednesday 15:00,0450_02_2.35,Central,128,3.0,Scheduled
E:O1T67KSP57-00002_W11,E:O1T67KSP57-00002,125.0,Monday 12:00,Monday 12:00,0450_02_2.35,Central,128,3.0,Scheduled
E:O1T67KSP57-00002_W9,E:O1T67KSP57-00002,125.0,Monday 12:00,Monday 12:00,0450_02_2.35,Central,128,3.0,Scheduled
E:2ZGW1DSG6E_W14,E:2ZGW1DSG6E,125.0,Thursday 13:00,Thursday 13:00,0210_00_G.04,Central,139,14.0,Scheduled
E:2ZGW1DSG6E_W13,E:2ZGW1DSG6E,125.0,Thursday 13:00,Thursday 13:00,0450_02_2.35,Central,128,3.0,Scheduled
E:O1T67KSP57_W9,E:O1T67KSP57,125.0,Wednesday 15:00,Wednesday 15:00,0209_01_1.21,Central,125,0.0,Scheduled
E:O1T67KSP57_W18,E:O1T67KSP57,125.0,Wednesday 15:00,Wednesday 15:00,0209_01_1.21,Central,125,0.0,Scheduled
E:O1T67KSP57_W10,E:O1T67KSP57,125.0,Wednesday 15:00,Wednesday 15:00,0209_01_1.21,Central,125,0.0,Scheduled
E:O1T67KSP57_W17,E:O1T67KSP57,125.0,Wednesday 15:00,Wednesday 15:00,0209_01_1.21,Central,125,0.0,Scheduled
E:O1T67KSP57-00002_W13,E:O1T67KSP57-00002,125.0,Monday 12:00,Monday 12:00,0450_02_2.35,Central,128,3.0,Scheduled
E:2ZGW1DSG6E_W18,E:2ZGW1DSG6E,125.0,Thursday 13:00,Thursday 13:00,0210_00_G.04,Central,139,14.0,Scheduled
E:2ZGW1DSG6E_W11,E:2ZGW1DSG6E,125.0,Thursday 13:00,Thursday 13:00,0450_02_2.35,Central,128,3.0,Scheduled
E:2ZGW1DSG6E_W12,E:2ZGW1DSG6E,125.0,Thursday 13:00,Thursday 13:00,0450_02_2.35,Central,128,3.0,Scheduled
E:2ZGW1DSG6E_W9,E:2ZGW1DSG6E,125.0,Thursday 13:00,Thursday 13:00,0450_02_2.35,Central,128,3.0,Scheduled
